fid,id,o,d,value,timestamp,day_type,mode
44847,482919,1001239,13,0.011847683,30,weekday,c
44848,482923,1001208,1001242,0.045917768,840,weekday,c
44849,482929,1001202,15,1.1467657,90,weekday,c
44850,482937,1001213,8,0.07812253,330,weekday,c
44851,482958,12,1001203,17.888828,450,weekday,c
44852,482963,60292,13,15.012009,330,weekday,c
44853,482965,2,42374,1.1687919,300,weekday,c
44854,482970,11,1001262,0.15460254,420,weekday,c
44855,482971,1001256,60232,2.0924463,840,weekday,c
44856,482985,4,1001266,47.489883,945,weekday,c
44857,482995,1001243,60292,0.0071698977,135,weekday,c
44858,483010,1001244,1001208,0.009711486,630,weekday,c
44859,483013,1001206,12,0.30334798,720,weekday,c
44860,483025,1001256,1001254,0.5990377,435,weekday,c
44861,483026,1001253,1001213,0.0034548966,45,weekday,c
44862,483027,10,1001208,0.057348154,1095,weekday,c
44863,483044,1001213,1001243,0.10928092,540,weekday,c
44864,483060,1001216,1001208,0.16468766,1155,weekday,c
44865,483062,60292,1001212,1.5763348,1065,weekday,c
44866,483067,1001240,1001261,0.0055528875,555,weekday,c
44867,483074,1001239,1001211,0.018605547,480,weekday,c
44868,483083,1001212,15,24.29224,570,weekday,c
44869,483100,1001261,1001216,1.6218646,1095,weekday,c
44870,483106,3,1001267,0.40660626,240,weekday,c
44871,483120,1001253,1001216,0.047540214,135,weekday,c
44872,483132,1001202,1001207,0.057189472,450,weekday,c
44873,483133,1001214,1001244,0.0026474057,1140,weekday,c
44874,483140,3,1001239,0.008015914,120,weekday,c
44875,483142,1001242,1001211,0.021730157,1335,weekday,c
44876,483158,1001206,1001240,0.009352847,810,weekday,c
44877,483191,2,1001216,1.0848998,360,weekday,c
44878,483245,1001206,10061628,0.28910998,915,weekday,c
44879,483249,1001218,12,0.060895912,1380,weekday,c
44880,483252,1001206,10,0.021833587,300,weekday,c
44881,483298,11,1001202,15.417229,885,weekday,c
44882,483307,1001204,1001253,0.35532284,300,weekday,c
44883,483310,1001211,1001244,0.0017419261,195,weekday,c
44884,483318,8,1001253,0.1029891,300,weekday,c
44885,483325,1001256,1001202,0.65750927,1125,weekday,c
44886,483329,12,1001261,0.048285678,195,weekday,c
44887,483338,1,1001261,9.536288,1140,weekday,c
44888,483355,1001266,60232,6.746858,810,weekday,c
44889,483365,14,1001255,0.020342397,1275,weekday,c
44890,483391,1001204,5,0.0046211393,870,weekday,c
44891,483404,8,1001266,1.6251397,975,weekday,c
44892,483405,1001213,1001217,0.39683992,1215,weekday,c
44893,483422,12,4,8.460358,510,weekday,c
44894,483442,1001206,1001217,0.060323045,1410,weekday,c
44895,483473,3,1001242,0.18135452,405,weekday,c
44896,483527,1001244,1001212,0.058172554,810,weekday,c
44897,483531,10,1001243,0.48677665,405,weekday,c
44898,483533,1001205,46751,1.1439728,615,weekday,c
44899,483550,1001204,1001267,0.01173779,1230,weekday,c
44900,483552,1001262,1001241,0.24622871,885,weekday,c
44901,483555,60292,1001253,0.7135045,555,weekday,c
44902,483566,1001214,1001208,0.19016448,420,weekday,c
44903,483581,12,1001266,5.5278707,735,weekday,c
44904,483582,1001239,16,1.1967256,645,weekday,c
44905,483597,14,4,0.86269045,1245,weekday,c
44906,483600,1001242,8,0.07620846,705,weekday,c
44907,483608,15,1001214,6.396156,885,weekday,c
44908,483611,1001203,13,5.042851,1155,weekday,c
44909,483618,1001211,1001262,3.2116206,1050,weekday,c
44910,483623,1001213,1001205,0.029922035,1305,weekday,c
44911,483641,8,1001254,1.3604567,1005,weekday,c
44912,483656,1001218,42374,0.03612144,390,weekday,c
44913,483661,60292,1001204,1.5589794,735,weekday,c
44914,483677,1001253,1001212,0.33578175,1275,weekday,c
44915,483681,4,10,3.9279263,975,weekday,c
44916,483695,1001243,10,0.70651406,825,weekday,c
44917,483701,1001244,5,1.4252422,945,weekday,c
44918,483706,1001255,5,0.09102806,960,weekday,c
44919,483735,42374,1001217,0.0087788915,300,weekday,c
44920,483738,1001241,1001205,0.05157454,1305,weekday,c
44921,483742,1001256,1001241,0.16334558,1200,weekday,c
44922,483743,1001218,1001241,0.008617889,135,weekday,c
44923,483744,1001244,1001208,0.008516242,675,weekday,c
44924,483747,1001204,1001262,1.0535725,705,weekday,c
44925,483748,1001204,1001214,0.004296618,0,weekday,c
44926,483750,1001217,1001253,2.0264575,630,weekday,c
44927,483779,1001244,1001213,0.00043325397,1380,weekday,c
44928,483785,1001211,1001202,1.6192615,975,weekday,c
44929,483789,1001211,16,36.102478,1155,weekday,c
44930,483790,10,1001211,0.38581967,1350,weekday,c
44931,483806,1001266,1001242,0.03507865,1320,weekday,c
44932,483807,1001213,4,8.38271,540,weekday,c
44933,483816,1001253,42374,0.03402835,960,weekday,c
44934,483819,1001241,1001261,0.017797783,225,weekday,c
44935,483853,1001206,1,11.952033,1170,weekday,c
44936,483863,14,1001266,0.6631209,1275,weekday,c
44937,483876,1001239,1001266,0.0022055707,240,weekday,c
44938,483877,1001240,10061628,5.1541898e-05,120,weekday,c
44939,483888,1001203,1001208,0.03340267,645,weekday,c
44940,483889,60232,1001207,0.011646161,1170,weekday,c
44941,483897,1001218,5,0.0048013655,570,weekday,c
44942,483901,1001203,1001208,0.02674559,930,weekday,c
44943,483904,1001211,1001207,0.09266104,465,weekday,c
44944,483918,1001262,1001204,0.10213007,1305,weekday,c
44945,483943,1001239,1001243,0.0048180437,480,weekday,c
44946,483945,1001217,5,0.017652554,480,weekday,c
44947,483948,1001218,16,4.6710496,585,weekday,c
44948,483949,13,1001267,0.11065385,390,weekday,c
44949,483955,1001244,5,0.31125408,1230,weekday,c
44950,483981,11,1001242,0.02617029,1140,weekday,c
44951,483998,1001240,10061628,7.05382e-05,1410,weekday,c
44952,483999,1001261,12,0.83955574,675,weekday,c
44953,484001,1001216,46751,0.0414372,180,weekday,c
44954,484011,14,1001261,0.5447844,930,weekday,c
44955,484040,1001211,1001254,1.1017368,465,weekday,c
44956,484059,10,1001212,1.9995737,1170,weekday,c
44957,484069,1,1001244,0.031959087,135,weekday,c
44958,484073,60292,1001240,0.00026053374,765,weekday,c
44959,484080,1001218,6,21.07036,720,weekday,c
44960,484095,1001204,1001244,0.032665186,1230,weekday,c
44961,484112,1001216,46751,0.83539927,375,weekday,c
44962,484136,1001243,12,0.075224675,1215,weekday,c
44963,484153,42374,1001202,0.0125189,1170,weekday,c
44964,484173,7,1001207,3.030749,480,weekday,c
44965,484188,1001267,3,3.1292284,675,weekday,c
44966,484221,1001212,1001205,1.1864002,780,weekday,c
44967,484235,7,1001239,0.011233292,885,weekday,c
44968,484242,1001242,5,0.28777954,240,weekday,c
44969,484246,1001253,1001202,0.7962648,1125,weekday,c
44970,484251,1001206,1,8.41289,660,weekday,c
44971,484273,1001207,1,1.8551197,1125,weekday,c
44972,484276,1001241,8,0.14267732,1110,weekday,c
44973,484277,60232,15,0.0065159607,225,weekday,c
44974,484291,1001211,1001256,0.027632557,75,weekday,c
44975,484305,1001203,1001218,0.072732024,1395,weekday,c
44976,484320,14,1,0.009719059,1155,weekday,c
44977,484336,12,1001242,0.0036568285,60,weekday,c
44978,484340,2,1001244,0.03692745,990,weekday,c
44979,484341,12,1001242,0.33148924,615,weekday,c
44980,484358,1001241,1001213,0.029115556,315,weekday,c
44981,484382,1001253,1001261,0.02061855,1320,weekday,c
44982,484390,3,1001256,0.23258486,1410,weekday,c
44983,484401,1001217,1001205,0.06384705,1350,weekday,c
44984,484408,42374,1,0.13622126,315,weekday,c
44985,484427,1001267,1001214,0.00069021404,120,weekday,c
44986,484436,42374,8,0.0023237679,1245,weekday,c
44987,484443,14,1001240,0.0049314373,960,weekday,c
44988,484444,1001267,42374,9.470192e-05,1260,weekday,c
44989,484457,1001205,1001206,0.5268935,975,weekday,c
44990,484461,16,1001243,3.0653028,345,weekday,c
44991,484469,1001241,1001242,0.07416454,780,weekday,c
44992,484475,1001212,1001203,0.124148846,180,weekday,c
44993,484484,1001244,1001211,0.045797035,600,weekday,c
44994,484490,1001218,1001213,0.25239342,855,weekday,c
44995,484496,1001241,1001203,0.2953555,1170,weekday,c
44996,484507,14,60232,0.10341313,690,weekday,c
44997,484536,1001239,1001217,0.0037838242,1140,weekday,c
44998,484550,1001208,13,2.9957564,900,weekday,c
44999,484612,1001213,1001212,0.64352375,420,weekday,c
45000,484617,8,4,0.45447218,915,weekday,c
45001,484623,1001242,1001214,0.026715444,750,weekday,c
45002,484629,1001256,1001261,0.0060364273,120,weekday,c
45003,484654,46751,1001241,0.001999408,75,weekday,c
45004,484666,1001216,42374,0.12418194,900,weekday,c
45005,484680,1001244,1001243,0.00079544145,240,weekday,c
45006,484685,1,1001213,0.49897504,225,weekday,c
45007,484695,1001261,10061628,0.36527655,645,weekday,c
45008,484707,1001211,10,0.1832485,1425,weekday,c
45009,484716,1001213,10,0.14323029,585,weekday,c
45010,484721,1,1001243,9.694368,615,weekday,c
45011,484730,1001254,46751,18.768507,1005,weekday,c
45012,484731,60292,42374,0.0020238936,195,weekday,c
45013,484732,1001253,1001267,0.07709483,765,weekday,c
45014,484744,1001206,2,21.370295,930,weekday,c
45015,484765,42374,1001206,0.004251736,360,weekday,c
45016,484772,15,1001211,56.187885,360,weekday,c
45017,484788,8,1001202,0.16700162,780,weekday,c
45018,484791,1001213,1001254,0.45700872,765,weekday,c
45019,484792,16,1001262,7.815869,900,weekday,c
45020,484796,11,15,0.0009555459,120,weekday,c
45021,484798,1001266,1001241,0.057449263,180,weekday,c
45022,484800,1,10,0.90308,1395,weekday,c
45023,484802,1001262,1001242,0.0019451706,1365,weekday,c
45024,484807,1001203,1001207,0.20143704,1050,weekday,c
45025,484809,1001262,60232,0.1492028,1290,weekday,c
45026,484825,1001240,1001206,0.0060609397,1230,weekday,c
45027,484828,1001207,1001255,0.001540753,135,weekday,c
45028,484851,1001213,1001244,0.009780409,720,weekday,c
45029,484861,1001261,1001203,0.8055119,390,weekday,c
45030,484870,2,1001207,0.6477711,1020,weekday,c
45031,484896,46751,60292,0.25770015,735,weekday,c
45032,484904,1001203,1001267,0.012527875,435,weekday,c
45033,484914,46751,1001240,0.012537841,1170,weekday,c
45034,484922,1001242,1001267,0.004991605,1065,weekday,c
45035,484935,14,1001212,4.8242393,870,weekday,c
45036,484945,1001243,1001262,0.09216008,645,weekday,c
45037,484979,15,46751,0.27735302,180,weekday,c
45038,485012,1001214,1001202,1.1429346,570,weekday,c
45039,485013,1001243,1,3.6005282,345,weekday,c
45040,485020,1001267,1001244,5.6178076e-05,120,weekday,c
45041,485036,1001218,1001266,0.010265636,60,weekday,c
45042,485060,1001207,3,1.3489617,960,weekday,c
45043,485083,1001206,1001208,0.016958633,270,weekday,c
45044,485087,1001261,1001262,0.067500085,480,weekday,c
45045,485100,1001208,1001202,0.0030267395,1425,weekday,c
45046,485129,1001239,60232,0.00017964738,1065,weekday,c
45047,485131,46751,15,3.784193,435,weekday,c
45048,485136,1001204,1001241,0.22338273,330,weekday,c
45049,485143,1001256,1001267,0.059528932,855,weekday,c
45050,485155,14,1001203,0.85064894,1365,weekday,c
45051,485160,8,42374,0.006909028,870,weekday,c
45052,485166,16,8,3.551619,795,weekday,c
45053,485192,1001255,1001239,0.00057467906,165,weekday,c
45054,485201,1001254,1001240,0.0015309567,1335,weekday,c
45055,485221,4,1001262,0.7067283,420,weekday,c
45056,485249,1001262,1001207,0.03789335,855,weekday,c
45057,485251,42374,1001203,0.009672926,870,weekday,c
45058,485259,10,1001241,12.050594,435,weekday,c
45059,485288,1001266,1001202,2.4331613,735,weekday,c
45060,485290,1001213,1001262,0.33183604,870,weekday,c
45061,485291,1001262,1001267,0.00072421384,120,weekday,c
45062,485294,7,1001202,28.034067,915,weekday,c
45063,485316,1001239,6,0.18320851,1050,weekday,c
45064,485349,1001216,1001253,1.9245676,615,weekday,c
45065,485360,1001203,4,32.85274,930,weekday,c
45066,485373,1001255,12,0.79321355,930,weekday,c
45067,485385,1001244,3,0.12927416,1215,weekday,c
45068,485390,4,15,3.885922,120,weekday,c
45069,485392,1001205,10,0.7917977,990,weekday,c
45070,485404,15,1001255,3.753067,450,weekday,c
45071,485418,42374,16,1.50439,885,weekday,c
45072,485423,1001217,1001253,2.5384212,750,weekday,c
45073,485430,1001214,1001243,0.007604726,1320,weekday,c
45074,485436,6,1001254,2.5828688,525,weekday,c
45075,485446,1001253,1001266,1.7674414,1050,weekday,c
45076,485451,15,1001255,2.3970087,1245,weekday,c
45077,485452,1001203,15,9.529104,1350,weekday,c
45078,485456,1001262,42374,0.010663139,1110,weekday,c
45079,485489,1001262,1001266,0.71371716,990,weekday,c
45080,485499,1001261,12,0.0494708,1380,weekday,c
45081,485508,1001213,1001214,0.0042569283,150,weekday,c
45082,485517,60292,1001203,1.2341491,1035,weekday,c
45083,485532,1001254,1001241,0.07586596,270,weekday,c
45084,485549,1001217,1001211,1.9269011,1065,weekday,c
45085,485552,1001204,10061628,3.9448445,675,weekday,c
45086,485563,1001216,1001267,0.28989252,780,weekday,c
45087,485589,14,1001207,0.45764107,390,weekday,c
45088,485590,13,1001256,2.8619242,1140,weekday,c
45089,485608,1001203,60292,1.3470787,1230,weekday,c
45090,485616,12,1001204,11.952829,1005,weekday,c
45091,485619,42374,1001241,0.022679223,750,weekday,c
45092,485622,1001240,1001203,0.0003117837,255,weekday,c
45093,485650,1001217,1001211,0.25371972,1305,weekday,c
45094,485656,1001253,1001203,2.1608806,870,weekday,c
45095,485673,60292,1001243,0.17947234,1170,weekday,c
45096,485684,1001211,1001254,0.06438368,1425,weekday,c
45097,485686,1001254,8,0.0027396982,0,weekday,c
45098,485691,1001211,1001204,2.3640482,1155,weekday,c
45099,485693,4,1001261,5.793764,1200,weekday,c
45100,485716,60232,1001212,1.0787886,1185,weekday,c
45101,485730,1001239,42374,0.00024768087,570,weekday,c
45102,485731,1001211,46751,0.8074932,255,weekday,c
45103,485743,1001213,8,0.16901585,1065,weekday,c
45104,485769,1001211,1001212,4.2048388,765,weekday,c
45105,485778,1001216,2,2.7899132,885,weekday,c
45106,485780,1001262,1001208,0.3070581,540,weekday,c
45107,485793,1001203,1001208,0.034110285,390,weekday,c
45108,485794,15,1001240,0.2505339,1170,weekday,c
45109,485822,1001266,1001217,6.4051447,1080,weekday,c
45110,485825,1001254,1001213,0.57248926,1035,weekday,c
45111,485834,6,1001255,0.29762182,300,weekday,c
45112,485839,1001212,1001216,0.116297975,120,weekday,c
45113,485847,1001205,1001203,0.09202666,285,weekday,c
45114,485850,1001202,1001243,0.8927611,1125,weekday,c
45115,485851,1001266,1001203,3.1930683,390,weekday,c
45116,485866,1001253,15,29.290077,1005,weekday,c
45117,485872,46751,1001244,0.3290584,735,weekday,c
45118,485886,1001243,5,0.15957122,1140,weekday,c
45119,485890,1001202,5,0.00024365092,1395,weekday,c
45120,485892,1001242,42374,0.0006346606,1290,weekday,c
45121,485901,1001212,1001202,0.3205112,255,weekday,c
45122,485902,15,1001211,0.63224477,45,weekday,c
45123,485917,42374,1001242,0.0053873723,1200,weekday,c
45124,485918,1001218,60232,0.32571808,1395,weekday,c
45125,485944,13,1001255,0.2406349,300,weekday,c
45126,485945,1001242,1001204,0.061342,285,weekday,c
45127,485946,1001239,1001261,0.012161425,1155,weekday,c
45128,485950,1001206,1001256,0.023557086,150,weekday,c
45129,485963,8,1001244,0.008598586,480,weekday,c
45130,485971,1001253,8,0.0042360513,15,weekday,c
45131,485975,4,60292,0.8126332,1200,weekday,c
45132,485978,1,1001267,0.5108827,1350,weekday,c
45133,485986,1001212,5,5.577311,1155,weekday,c
45134,485994,1001266,1001204,0.02037498,15,weekday,c
45135,486001,1001216,1001208,0.56166923,750,weekday,c
45136,486009,1001255,46751,0.6244164,930,weekday,c
45137,486045,14,12,15.056852,495,weekday,c
45138,486051,46751,15,5.1113853,570,weekday,c
45139,486064,1001203,1001205,0.30253175,600,weekday,c
45140,486102,1001255,1001218,0.04476282,1215,weekday,c
45141,486109,16,1001204,18.490705,1170,weekday,c
45142,486137,1001211,1001242,0.4067492,1155,weekday,c
45143,486138,1001243,1001255,0.24251173,975,weekday,c
45144,486144,1001213,1001262,0.170788,675,weekday,c
45145,486171,42374,10061628,0.0046648653,855,weekday,c
45146,486186,14,1001255,0.16256924,855,weekday,c
45147,486211,1001213,8,0.020914467,1305,weekday,c
45148,486218,11,1001254,0.5444156,900,weekday,c
45149,486220,1001254,1001212,0.049089573,1410,weekday,c
45150,486233,1001243,1001256,0.36511356,1140,weekday,c
45151,486258,1001203,5,0.0025781007,630,weekday,c
45152,486282,1001203,1001256,0.21901067,285,weekday,c
45153,486292,3,1001254,2.1356747,1170,weekday,c
45154,486308,6,4,0.40162945,540,weekday,c
45155,486311,42374,1001262,0.009712965,435,weekday,c
45156,486320,1001203,1,3.9152055,285,weekday,c
45157,486322,46751,1001244,0.18839255,1065,weekday,c
45158,486326,3,1001266,14.287633,600,weekday,c
45159,486327,1001204,60292,2.170949,810,weekday,c
45160,486365,1001261,1001255,0.1109821,720,weekday,c
45161,486366,7,12,0.18413565,1335,weekday,c
45162,486367,1001202,1001204,1.3778327,780,weekday,c
45163,486384,1001208,12,0.14659509,300,weekday,c
45164,486385,7,13,0.27022532,1425,weekday,c
45165,486389,16,1001266,51.372704,795,weekday,c
45166,486396,1001213,1001204,0.90861404,960,weekday,c
45167,486399,11,46751,0.44874257,510,weekday,c
45168,486403,1001255,1001211,0.16643147,1215,weekday,c
45169,486421,1001216,1001207,0.52330595,525,weekday,c
45170,486429,1001212,1001207,0.020515664,255,weekday,c
45171,486445,1001218,8,0.6349907,795,weekday,c
45172,486459,1001216,1001256,0.7663827,375,weekday,c
45173,486480,1001204,60292,0.10079011,1380,weekday,c
45174,486489,3,16,3.2018886,225,weekday,c
45175,486490,4,1001253,16.269974,600,weekday,c
45176,486527,12,1001242,0.60972965,1035,weekday,c
45177,486530,1001255,1001214,0.07264702,1065,weekday,c
45178,486533,1001213,3,0.6211962,1275,weekday,c
45179,486538,1001205,13,2.236389,1050,weekday,c
45180,486548,1001216,1001253,1.7061708,405,weekday,c
45181,486549,1001208,10061628,0.006886261,510,weekday,c
45182,486552,1001204,60232,1.5043948,1140,weekday,c
45183,486555,1001255,15,3.015982,345,weekday,c
45184,486561,12,1001202,0.12529768,165,weekday,c
45185,486562,60232,1001218,1.0228806,270,weekday,c
45186,486574,1001204,7,2.4035966,180,weekday,c
45187,486590,1001256,1001266,0.095272236,195,weekday,c
45188,486597,12,1001208,0.06641134,195,weekday,c
45189,486603,1001253,1001207,0.017726494,1260,weekday,c
45190,486606,3,1001202,18.55412,1050,weekday,c
45191,486614,46751,1001217,0.79236454,885,weekday,c
45192,486625,42374,10061628,0.0045650965,870,weekday,c
45193,486653,60292,1001266,0.103889614,195,weekday,c
45194,486655,6,1001212,2.0296433,825,weekday,c
45195,486678,1001218,1001262,0.017078865,255,weekday,c
45196,486680,1001256,1001261,0.28391957,795,weekday,c
45197,486685,1001214,1001207,0.0021231356,195,weekday,c
45198,486692,10,1001262,1.2556024,900,weekday,c
45199,486715,1001205,3,22.850603,1065,weekday,c
45200,486716,14,1001213,0.08176729,195,weekday,c
45201,486727,2,5,138.50682,855,weekday,c
45202,486736,1001213,6,0.110915385,1425,weekday,c
45203,486740,16,1001217,0.33922046,60,weekday,c
45204,486787,11,1001241,0.11964194,360,weekday,c
45205,486794,46751,1,5.976343,1305,weekday,c
45206,486796,1001217,42374,0.004319866,1335,weekday,c
45207,486809,1001204,1001214,0.44278097,1245,weekday,c
45208,486822,1001218,7,4.0235934,1230,weekday,c
45209,486833,1001255,1001208,0.010678128,195,weekday,c
45210,486889,60232,60292,0.08774412,330,weekday,c
45211,486896,1001253,1001242,0.0004757617,15,weekday,c
45212,486911,10,1001262,0.06842795,255,weekday,c
45213,486922,1001254,10061628,0.042190112,1365,weekday,c
