id_set,id_link
"eur_center",70015
"eur_center",70540
"eur_center",71075
"eur_center",71258
"eur_center",69633
"eur_center",72078
"eur_center",73810
"eur_center",72135
"eur_center",72673
"eur_center",72783
"eur_center",72849
"eur_center",73010
"eur_center",73011
"eur_center",72136
"eur_center",72848
"eur_center",72347
"eur_center",72431
"eur_center",72348
"eur_center",72672
"eur_center",73126
"eur_center",73125
"eur_center",73576
"eur_center",73648
"eur_center",72079
"eur_center",74374
"eur_center",74334
"eur_center",74698
"eur_center",74591
"eur_center",74828
"eur_center",74796
"eur_center",72829
"eur_center",72753
"eur_center",72792
"eur_center",212798
"eur_center",214837
"eur_center",215292
"eur_center",215293
"eur_center",215295
"eur_center",215296
"eur_center",215297
"eur_center",215300
"eur_center",215301
"eur_center",215302
"eur_center",215303
"eur_center",215305
"eur_center",216506
"eur_center",217791
"eur_center",-71149
"eur_center",-56477
"eur_center",-62398
"eur_center",-62939
"eur_center",-63111
"eur_center",-63349
"eur_center",-66209
"eur_center",-66304
"eur_center",-66339
"eur_center",-66607
"eur_center",-66630
"eur_center",-66664
"eur_center",-66719
"eur_center",-66783
"eur_center",-66826
"eur_center",-66897
"eur_center",-66898
"eur_center",-66923
"eur_center",-66933
"eur_center",-71011
"eur_center",-67746
"eur_center",-69014
"eur_center",-70756
"eur_center",-71548
"eur_center",-72451
"eur_center",-74939
"eur_center",-62408
"eur_center",-62864
"eur_center",-63007
"eur_center",-63008
"eur_center",-63389
"eur_center",-64246
"eur_center",-60667
"eur_center",-61525
"eur_center",-61526
"eur_center",-61573
"eur_center",-61754
"eur_center",-61574
"eur_center",-60638
"eur_center",-61061
"eur_center",-61303
"eur_center",-61304
"eur_center",-61427
"eur_center",-61428
"eur_center",-61486
"eur_center",-61489
"eur_center",-62137
"eur_center",-62160
"eur_center",-60541
"eur_center",-61151
"eur_center",-61125
"eur_center",-61184
"eur_center",-61152
"eur_center",-61001
"eur_center",-61121
"eur_center",-61062
"eur_center",-61124
"eur_center",-62136
"eur_center",-62409
"eur_center",-61803
"eur_center",-61827
"eur_center",-61725
"eur_center",-61927
"eur_center",-62041
"eur_center",-62042
"eur_center",-62097
"eur_center",-62120
"eur_center",-62734
"eur_center",-62756
"eur_center",-62818
"eur_center",-62690
"eur_center",-62755
"eur_center",-62691
"eur_center",-62055
"eur_center",-62234
"eur_center",-62235
"eur_center",-62431
"eur_center",-62054
"eur_center",-62686
"eur_center",-62749
"eur_center",-63048
"eur_center",-63049
"eur_center",-62399
"eur_center",-62748
"eur_center",-62863
"eur_center",-63383
"eur_center",-64147
"eur_center",-64049
"eur_center",-64234
"eur_center",-64591
"eur_center",-63943
"eur_center",-64352
"eur_center",-64590
"eur_center",-64574
"eur_center",-64626
"eur_center",-64643
"eur_center",-64721
"eur_center",-65972
"eur_center",-65107
"eur_center",-65105
"eur_center",-65103
"eur_center",-65098
"eur_center",-65141
"eur_center",-66724
"eur_center",-66746
"eur_center",-66782
"eur_center",-63519
"eur_center",-63912
"eur_center",-64471
"eur_center",-64506
"eur_center",-64563
"eur_center",-64731
"eur_center",-64867
"eur_center",-64919
"eur_center",-65155
"eur_center",-63272
"eur_center",-63388
"eur_center",-63273
"eur_center",-63575
"eur_center",-63835
"eur_center",-64143
"eur_center",-64729
"eur_center",-64730
"eur_center",-64800
"eur_center",-64793
"eur_center",-64815
"eur_center",-64470
"eur_center",-64605
"eur_center",-64537
"eur_center",-64566
"eur_center",-64684
"eur_center",-63457
"eur_center",-63518
"eur_center",-63855
"eur_center",-63499
"eur_center",-63231
"eur_center",-63456
"eur_center",-63482
"eur_center",-63483
"eur_center",-63446
"eur_center",-63447
"eur_center",-64396
"eur_center",-64398
"eur_center",-65527
"eur_center",-65738
"eur_center",-65379
"eur_center",-65555
"eur_center",-64874
"eur_center",-64928
"eur_center",-65018
"eur_center",-65118
"eur_center",-65013
"eur_center",-65409
"eur_center",-65416
"eur_center",-65700
"eur_center",-65754
"eur_center",-65182
"eur_center",-65091
"eur_center",-65569
"eur_center",-66141
"eur_center",-65961
"eur_center",-65982
"eur_center",-65884
"eur_center",-66714
"eur_center",-65072
"eur_center",-65157
"eur_center",-65322
"eur_center",-65251
"eur_center",-60762
"eur_center",-61946
"eur_center",-62984
"eur_center",-63002
"eur_center",-63153
"eur_center",-64456
"eur_center",-64621
"eur_center",-64885
"eur_center",-60763
"eur_center",-60886
"eur_center",-61277
"eur_center",-61696
"eur_center",-61929
"eur_center",-63097
"eur_center",-61067
"eur_center",-61278
"eur_center",-62368
"eur_center",-62716
"eur_center",-61576
"eur_center",-61655
"eur_center",-62598
"eur_center",-62369
"eur_center",-62434
"eur_center",-62656
"eur_center",-62657
"eur_center",-62679
"eur_center",-62597
"eur_center",-62556
"eur_center",-62843
"eur_center",-62948
"eur_center",-62715
"eur_center",-62774
"eur_center",-62844
"eur_center",-62793
"eur_center",-62947
"eur_center",-62950
"eur_center",-62998
"eur_center",-63098
"eur_center",-62893
"eur_center",-62997
"eur_center",-61823
"eur_center",-61591
"eur_center",-61822
"eur_center",-62539
"eur_center",-63107
"eur_center",-62908
"eur_center",-63003
"eur_center",-61644
"eur_center",-62960
"eur_center",-62959
"eur_center",-61674
"eur_center",-63904
"eur_center",-64556
"eur_center",-64572
"eur_center",-64573
"eur_center",-64770
"eur_center",-64828
"eur_center",-64844
"eur_center",-66234
"eur_center",-63544
