o,d,timestamp,value
1001254.0,1001205.0,975,0.6636169474280129
1001254.0,1001205.0,990,0.6505611382477087
1001254.0,1001205.0,1005,0.6336288741666394
1001254.0,1001205.0,1020,0.6127509393391212
1001254.0,1001205.0,1035,0.5880212899907318
1001254.0,1001205.0,1050,0.559701673820201
1001254.0,1001205.0,1065,0.5282128268709462
1001254.0,1001205.0,1080,0.4941130038342372
1001254.0,1001205.0,1095,0.4580659655610048
1001254.0,1001205.0,1110,0.4208016272505585
1001254.0,1001205.0,1125,0.38307322491746404
1001254.0,1001205.0,1140,0.3456150172365166
1001254.0,1001205.0,1155,0.30910421241555874
1001254.0,1001205.0,1170,0.27413007409271284
1001254.0,1001205.0,1185,0.24117214836262585
1001254.0,1001205.0,1200,0.21058842539431596
1001254.0,1001205.0,1215,0.18261316269905098
1001254.0,1001205.0,1230,0.15736318652793735
1001254.0,1001205.0,1245,0.1348508437786753
1001254.0,1001205.0,1260,0.11500143898332116
1001254.0,1001205.0,1275,0.09767295020197334
1001254.0,1001205.0,1290,0.08267602534405044
1001254.0,1001205.0,1305,0.06979264305188762
1001254.0,1001205.0,1320,0.05879229721730018
1001254.0,1001205.0,1335,0.04944505395416057
1001254.0,1001205.0,1350,0.04153127233057073
1001254.0,1001205.0,1365,0.03484813424825026
1001254.0,1001205.0,1380,0.029213375286530376
1001254.0,1001205.0,1395,0.024466746940616266
1001254.0,1001205.0,1410,0.020469785364291344
1001254.0,1001205.0,1425,0.01710443454529395
1001254.0,1001206.0,0,0.0038618329103890306
1001254.0,1001206.0,15,0.00472316863510074
1001254.0,1001206.0,30,0.005754922734486884
1001254.0,1001206.0,45,0.006986497821328943
1001254.0,1001206.0,60,0.008452259800742313
1001254.0,1001206.0,75,0.010193105398817771
1001254.0,1001206.0,90,0.012259067349428646
1001254.0,1001206.0,105,0.014713618222063412
1001254.0,1001206.0,120,0.017640613279377708
1001254.0,1001206.0,135,0.021155102047650448
1001254.0,1001206.0,150,0.02541944545731652
1001254.0,1001206.0,165,0.030666143436288477
1001254.0,1001206.0,180,0.037228284349261724
1001254.0,1001206.0,195,0.045577313959450715
1001254.0,1001206.0,210,0.05636566503430818
1001254.0,1001206.0,225,0.07046862364014433
1001254.0,1001206.0,240,0.08901587971162386
1001254.0,1001206.0,255,0.11339921597469738
1001254.0,1001206.0,270,0.14523993929240187
1001254.0,1001206.0,285,0.1862995557513996
1001254.0,1001206.0,300,0.23832148320654953
1001254.0,1001206.0,315,0.30280139346871676
1001254.0,1001206.0,330,0.38069896032213923
1001254.0,1001206.0,345,0.4721224330606459
1001254.0,1001206.0,360,0.5760356734137515
1001254.0,1001206.0,375,0.6900497665942207
1001254.0,1001206.0,390,0.810362561195322
1001254.0,1001206.0,405,0.9318956561270808
1001254.0,1001206.0,420,1.0486490060717677
1001254.0,1001206.0,435,1.1542525379402344
1001254.0,1001206.0,450,1.242650315013881
1001254.0,1001206.0,465,1.308816711249852
1001254.0,1001206.0,480,1.3493861498938289
1001254.0,1001206.0,495,1.3630848352825278
1001254.0,1001206.0,510,1.3508849572483177
1001254.0,1001206.0,525,1.3158525966156744
1001254.0,1001206.0,540,1.2627182079915287
1001254.0,1001206.0,555,1.1972493014543966
1001254.0,1001206.0,570,1.1255369869136849
1001254.0,1001206.0,585,1.0533149046399706
1001254.0,1001206.0,600,0.9854111327667152
1001254.0,1001206.0,615,0.9253975515032978
1001254.0,1001206.0,630,0.8754572356911903
1001254.0,1001206.0,645,0.8364495985828141
1001254.0,1001206.0,660,0.8081235758936746
1001254.0,1001206.0,675,0.7894152015024539
1001254.0,1001206.0,690,0.7787670627775741
1001254.0,1001206.0,705,0.7744194956450063
1001254.0,1001206.0,720,0.7746415217033576
1001254.0,1001206.0,735,0.7778881439697576
1001254.0,1001206.0,750,0.7828858427844985
1001254.0,1001206.0,765,0.7886580437231424
1001254.0,1001206.0,780,0.7945068574593181
1001254.0,1001206.0,795,0.7999676279280422
1001254.0,1001206.0,810,0.8047503993337461
1001254.0,1001206.0,825,0.8086788892466301
1001254.0,1001206.0,840,0.8116340839885392
1001254.0,1001206.0,855,0.8135067787508568
1001254.0,1001206.0,870,0.814161435463097
1001254.0,1001206.0,885,0.8134124911155631
1001254.0,1001206.0,900,0.8110134493358514
1001254.0,1001206.0,915,0.8066584608066533
1001254.0,1001206.0,930,0.7999954583850984
1001254.0,1001206.0,945,0.7906491885343896
1001254.0,1001206.0,960,0.7782517053492333
1001254.0,1001206.0,975,0.7624771746709917
1001254.0,1001206.0,990,0.7430773137356312
1001254.0,1001206.0,1005,0.7199135974054527
1001254.0,1001206.0,1020,0.6929825822192779
1001254.0,1001206.0,1035,0.6624313544051574
1001254.0,1001206.0,1050,0.6285611430180773
1001254.0,1001206.0,1065,0.5918184323070396
1001254.0,1001206.0,1080,0.5527742889305343
1001254.0,1001206.0,1095,0.5120939025570634
1001254.0,1001206.0,1110,0.470499350146405
1001254.0,1001206.0,1125,0.4287292060083344
1001254.0,1001206.0,1140,0.38749876688089435
1001254.0,1001206.0,1155,0.34746435111786333
1001254.0,1001206.0,1170,0.30919443771223165
1001254.0,1001206.0,1185,0.27314945837503835
1001254.0,1001206.0,1200,0.23967099414288304
1001254.0,1001206.0,1215,0.20898010641580378
1001254.0,1001206.0,1230,0.18118367645293554
1001254.0,1001206.0,1245,0.15628702233389447
1001254.0,1001206.0,1260,0.13421074559555607
1001254.0,1001206.0,1275,0.11480972244069378
1001254.0,1001206.0,1290,0.09789235083093434
1001254.0,1001206.0,1305,0.08323852575288027
1001254.0,1001206.0,1320,0.07061526279493771
1001254.0,1001206.0,1335,0.05978935198985575
1001254.0,1001206.0,1350,0.05053684125661087
1001254.0,1001206.0,1365,0.04264948301679661
1001254.0,1001206.0,1380,0.03593851052604883
1001254.0,1001206.0,1395,0.030236241965472373
1001254.0,1001206.0,1410,0.02539605340917909
1001254.0,1001206.0,1425,0.021291237149256508
1001254.0,1001207.0,0,0.00041538673215028214
1001254.0,1001207.0,15,0.0005080188035420231
1001254.0,1001207.0,30,0.0006189590683277085
1001254.0,1001207.0,45,0.0007513433917284239
1001254.0,1001207.0,60,0.0009088133043119941
1001254.0,1001207.0,75,0.0010956585245211795
1001254.0,1001207.0,90,0.0013170505790734489
1001254.0,1001207.0,105,0.0015794257693437707
1001254.0,1001207.0,120,0.0018911004309469799
1001254.0,1001207.0,135,0.0022632270121945757
1001254.0,1001207.0,150,0.0027112178166672
1001254.0,1001207.0,165,0.003256760425638997
1001254.0,1001207.0,180,0.003930505167038637
1001254.0,1001207.0,195,0.00477539764310322
1001254.0,1001207.0,210,0.005850438576508471
1001254.0,1001207.0,225,0.007234373274688173
1001254.0,1001207.0,240,0.009028465531445469
1001254.0,1001207.0,255,0.011357157562970344
1001254.0,1001207.0,270,0.014365165527345819
1001254.0,1001207.0,285,0.018209551180375014
1001254.0,1001207.0,300,0.02304569005784944
1001254.0,1001207.0,315,0.02900692352235421
1001254.0,1001207.0,330,0.03617902540633363
1001254.0,1001207.0,345,0.04457226343207061
1001254.0,1001207.0,360,0.05409544741680016
1001254.0,1001207.0,375,0.06453745983734605
1001254.0,1001207.0,390,0.07556187452761885
1001254.0,1001207.0,405,0.08671904537700648
1001254.0,1001207.0,420,0.09747745089013146
1001254.0,1001207.0,435,0.10727247312857457
