WKT,id,from_node,to_node,length,v0,connector,lanes,alpha,rcr,capacity,modes
"MULTILINESTRING ((12.4674211391306 41.829881572258,12.4682981732166 41.8296365733167))",66719,"52736","52813",0.077770000000000,44.500000000000000,0,1.000000000000000,1.600000000000000,30.000000000000000,1845.770999999999958,"c,h"
"MULTILINESTRING ((12.4675252665409 41.8134683961762,12.4681002907575 41.8130583941917))",66776,"53220","53222",0.066004000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4675360492364 41.8423737072375,12.4676880541175 41.8424677088906,12.4682580720184 41.842873715666,12.4683560751474 41.8429367167576,12.468436077705 41.8429877176441,12.4685430811197 41.8430567188383,12.4687100858743 41.8432407215241,12.4688720902567 41.8434497244581,12.4691050960669 41.8438157293827,12.4692640996081 41.8441217333492))",66780,"53098","53224",0.245981000000000,52.299999999999997,0,1.000000000000000,1.600000000000000,30.000000000000000,1845.770999999999958,"c,h"
"MULTILINESTRING ((12.467543060708 41.8408856912399,12.468117082576 41.840784692571))",66783,"52218","53226",0.048977000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4676021920729 41.8237355068957,12.4681312126245 41.8235885075433))",66826,"52291","53254",0.046884000000000,48.868000000000002,0,1.000000000000000,1.600000000000000,30.000000000000000,1845.770999999999958,"c,h"
"MULTILINESTRING ((12.4677311134035 41.8348096266066,12.4682211248649 41.8356796380375))",66897,"53117","53228",0.104853000000000,47.299999999999997,0,1.000000000000000,1.600000000000000,30.000000000000000,2367.128999999999905,"c,h"
"MULTILINESTRING ((12.4677311134035 41.8348096266066,12.4684671421362 41.8345876273179))",66898,"53117","53306",0.065922000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4677841041338 41.8362986428605,12.4679911090851 41.8366516475335,12.4680671106891 41.8368096495549))",66923,"53300","52911",0.061462000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4678061229339 41.8339106172448,12.4681301355165 41.8338216176519))",66933,"53116","53332",0.028672000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4678772407391 41.8186144529806,12.4682002521963 41.8186694549327))",66971,"53293","53361",0.027523000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4743323974289 41.82931959532,12.4757134513666 41.8288985966039))",71011,"55537","56296",0.123887000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4681002907575 41.8130583941917,12.4679872873801 41.8129553926087))",67068,"53222","53133",0.014800000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4681812931771 41.8131323953283,12.4676192694684 41.8135383973246))",67112,"53465","53221",0.064917000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4692152089009 41.8293745743607,12.4701982473048 41.8290735752626,12.4708232716515 41.8288915759368,12.4711962861769 41.8287835763457))",67746,"53875","53942",0.177183000000000,50.100000000000001,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4711962861769 41.8287835763457,12.4718643012929 41.8300375926539))",69014,"53942","54245",0.149929000000000,47.299999999999997,0,1.000000000000000,1.600000000000000,30.000000000000000,2367.128999999999905,"c,h"
"MULTILINESTRING ((12.4739393886488 41.8285665855622,12.4743323974289 41.82931959532))",70756,"56003","55537",0.089782000000000,51.667999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,2367.128999999999905,"c,h"
"MULTILINESTRING ((12.475347434826 41.8293085994751,12.475839454012 41.8291625999752,12.4757134513666 41.8288985966039))",71548,"56572","56296",0.075106000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4771745011643 41.8294186083498,12.4774005127684 41.8289806045876,12.47742251445 41.8288646034319,12.4774205147752 41.8288116028532,12.4773925144531 41.8287176017237,12.4772565119062 41.8283915976432))",72451,"56960","57305",0.119675000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.481084646722 41.8291776222107,12.4807456387419 41.8285816143706,12.4807086378329 41.8285216135692,12.4806796372933 41.828451612694,12.480660637016 41.8283956120114,12.4806506371146 41.8283336113021,12.4806566377037 41.8282846108001,12.4806836390799 41.8282336103649,12.4807476418539 41.8281776100316,12.4808426458126 41.8281156097641,12.4810536540358 41.8280536099847,12.4812816623651 41.8280606110193,12.4814946698345 41.8281086124319,12.481689676552 41.828168613898,12.4818486820739 41.8282116150296,12.4818656826914 41.8282126151119))",74939,"59215","59216",0.220231000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4528576699557 41.8211074164602,12.4521836480575 41.8207264095187))",60358,"48537","48339",0.070190000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.459377905393 41.8216644499552,12.4604219522726 41.8205354422163))",63008,"50336","50478",0.152474000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.460427936721 41.8226284647506,12.4610279587894 41.822626467259,12.461163963856 41.8226174677356,12.4613019691167 41.8225924680486,12.4614289740409 41.8225584682184,12.4616529826584 41.8225074686143,12.4617689870728 41.8224874688882,12.4618259892131 41.822481469064,12.4618909915721 41.822485469381,12.4623500072751 41.8226404729832,12.4624660119833 41.8225814728376,12.4625230143722 41.8225424726585,12.4625680163728 41.8224964723534,12.4626290191272 41.8224284718792,12.4626820216705 41.822349471253,12.4627190239496 41.8222274700968,12.4628070315386 41.8216494642515,12.4628980372564 41.8213344612474,12.4630220439309 41.8210534587482,12.4631540505679 41.8208164567559,12.4631980527576 41.820740456124))",63389,"50663","50746",0.393782000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.462601029851 41.820868454984,12.4625410287381 41.8207234531717,12.4625490291828 41.8207034529904,12.4625760302128 41.8206984530504))",64246,"51392","51380",0.021491000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4536807301998 41.8171293771612,12.4537757335554 41.8171473777556,12.4554157860237 41.8181823958021,12.4555067882448 41.818331397788,12.4561428044422 41.8192834107069))",60667,"48622","48760",0.322822000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4559687962079 41.8195274125965,12.4555587767968 41.8201034170605,12.4554827738302 41.8201264169872,12.4553917705762 41.8201144164742,12.4527736861821 41.8185463885682,12.4527166845925 41.8184793876073,12.4527026845078 41.8184223869354))",61525,"49397","48481",0.380875000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4559687962079 41.8195274125965,12.4531327053857 41.8177493815143))",61526,"49397","48482",0.307444000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4519646845258 41.8148233451315,12.4520556890688 41.8146643438065,12.452239697723 41.8144133418852,12.4524717084728 41.8141183396935,12.4526387169017 41.8138143371308,12.4528837299006 41.8132843324684))",60028,"48254","48279",0.187815000000000,46.067999999999998,0,1.000000000000000,1.600000000000000,30.000000000000000,1795.261999999999944,"c,h"
"MULTILINESTRING ((12.4524907166051 41.8131323291765,12.4528837299006 41.8132843324684))",60221,"48313","48279",0.036762000000000,46.067999999999998,0,1.000000000000000,1.600000000000000,30.000000000000000,1795.261999999999944,"c,h"
"MULTILINESTRING ((12.4520557018869 41.8129643255353,12.4524907166051 41.8131323291765))",60076,"47997","48313",0.040678000000000,46.067999999999998,0,1.000000000000000,1.600000000000000,30.000000000000000,1795.261999999999944,"c,h"
"MULTILINESTRING ((12.4518326779407 41.8150533470466,12.4519646845258 41.8148233451315))",59987,"47857","48254",0.027801000000000,46.067999999999998,0,1.000000000000000,1.600000000000000,30.000000000000000,1795.261999999999944,"c,h"
"MULTILINESTRING ((12.4519646845258 41.8148233451315,12.4517626775777 41.8147603436019))",60029,"48254","48280",0.018184000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4521716610638 41.8189433902961,12.4524616739389 41.8186493883589))",60121,"48321","48347",0.040582000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4531327053857 41.8177493815143,12.4536027271825 41.8171493770471,12.4536807301998 41.8171293771612))",60476,"48482","48622",0.084092000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4527026845078 41.8184223869354,12.4527176859188 41.818308385773,12.4531327053857 41.8177493815143))",60292,"48481","48482",0.083744000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4520816570623 41.8190353909055,12.453023687746 41.8195574004935,12.4529576847019 41.8196394010967))",60090,"48293","48322",0.108033000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4530346861745 41.8198194033571,12.4531366905416 41.8197374029058))",60440,"48353","48597",0.012441000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4520816570623 41.8190353909055,12.4521716610638 41.8189433902961))",60088,"48293","48321",0.012663000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4520006534745 41.8191163914345,12.4520816570623 41.8190353909055))",60049,"47964","48293",0.011235000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4561428044422 41.8192834107069,12.4565288141434 41.819878418733))",61573,"48760","49440",0.073457000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4565288141434 41.819878418733,12.4559687962079 41.8195274125965))",61754,"49440","49397",0.060702000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4561428044422 41.8192834107069,12.4559687962079 41.8195274125965))",61574,"48760","49397",0.030716000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4520976119035 41.8251004561985,12.4531606564067 41.82438045294))",60096,"48037","48327",0.119140000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4535956701481 41.8246784579811,12.4543636949531 41.8251324661055,12.4544786987654 41.8251874671824,12.4545777022007 41.8252144678905,12.4547107069537 41.8252324686454,12.4548217110714 41.8252274690599))",60638,"48690","48744",0.121886000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4546186914294 41.8268424855771,12.4547946995506 41.8266234839637,12.4548667029741 41.8265204831594,12.4549537070544 41.8264034822678,12.4550427111027 41.8263004815352,12.4558737493931 41.8252734739933))",61061,"49014","49058",0.203115000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4553257316256 41.8249584682928,12.4561057659889 41.8242034634623,12.4561387677146 41.8241354628701,12.4561117674084 41.8240444617774,12.4558837606717 41.8238264584706))",61303,"49106","49065",0.155108000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4553257316256 41.8249584682928,12.4558737493931 41.8252734739933))",61304,"49106","49058",0.057418000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4556877269083 41.8273484955314,12.4571437752493 41.8280355090654))",61427,"49104","49329",0.143014000000000,51.667999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,2367.128999999999905,"c,h"
"MULTILINESTRING ((12.4556877269083 41.8273484955314,12.4554587162205 41.8276494978037,12.4569537661309 41.8283185113089,12.4571437752493 41.8280355090654))",61428,"49104","49329",0.218366000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4558737493931 41.8252734739933,12.4564877759433 41.8247454709039))",61486,"49058","49369",0.077725000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4558837606717 41.8238264584706,12.4556977551546 41.8236514558037))",61489,"49065","49126",0.024831000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.457363814626 41.8238854653486,12.4584668511505 41.824418475734,12.4586978584578 41.8245754783971,12.458822862065 41.8247064803334,12.4590448673682 41.8250854853466))",62137,"49795","49866",0.198861000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4574308101904 41.8248004754734,12.4574958123535 41.8248304760703,12.4576168163337 41.8248924772476,12.4577758213865 41.8249974790477,12.4578908248823 41.8250944805762,12.4580028282226 41.8251974821566,12.4581378321973 41.8253284841352))",62160,"49852","49883",0.083668000000000,55.868000000000002,0,2.000000000000000,1.600000000000000,30.000000000000000,3173.625000000000000,"c,h"
"MULTILINESTRING ((12.4524056443375 41.8223014273931,12.4533686740832 41.8230504395126))",60190,"48400","48401",0.115421000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4533686740832 41.8230504395126,12.4544267068618 41.8238604526891))",60540,"48401","48665",0.125778000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.458614871146 41.8224874555887,12.4585858702987 41.8224584551544,12.4587108760237 41.8223084540684))",62690,"50062","50250",0.023655000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4533686740832 41.8230504395126,12.4536786869781 41.8228514386805,12.453765690666 41.8227864383485,12.4538106927649 41.8227274379038,12.4538206934945 41.8226794374298,12.4538166936868 41.8226344369289,12.4537626924638 41.8225334356148,12.4536036880451 41.8223444329112,12.4535226859277 41.8222304313434,12.4535086856998 41.8221924308756,12.4535056859213 41.8221484303898,12.4535416876894 41.8220894299072,12.4536516925092 41.8219864292636,12.4536986943799 41.8219674292576,12.453749696277 41.8219644294406,12.4538276990684 41.8219744298772,12.4539187021265 41.8220124306699,12.4539737038313 41.8220544313537,12.4543877160765 41.8224484373379,12.4544527181865 41.8224854380101,12.4545417212918 41.8225074386222,12.4546147239297 41.8225134389947,12.4546937269464 41.8224984391667,12.4548277321883 41.8224564392804))",60541,"48401","48666",0.270077000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4540827097077 41.8218064291465,12.4528576699557 41.8211074164602))",60857,"48903","48537",0.128008000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4548687322173 41.8226524415614,12.4556977551546 41.8236514558037))",61151,"49125","49126",0.130597000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4521676252561 41.8236714411232,12.4528276459621 41.8241424489747))",60119,"48038","48346",0.075785000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4535286689902 41.8245054558375,12.4535236692514 41.8244464551818,12.4535186697616 41.8243544541711,12.4534916692669 41.8242884533473,12.4534486682446 41.8242144523699,12.4533076644875 41.8240254497419,12.4531416598492 41.8238314469547,12.4528006500535 41.8234684416113,12.4533686740832 41.8230504395126))",60613,"48689","48401",0.198519000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4517366119264 41.8233384357226,12.4521676252561 41.8236714411232))",59959,"48049","48038",0.051480000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4531606564067 41.82438045294,12.4532006576205 41.8244144534745,12.4533036608483 41.8244884547052,12.4534376651551 41.8245704561527))",60489,"48327","48628",0.031280000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4528276459621 41.8241424489747,12.4531606564067 41.82438045294))",60352,"48346","48327",0.038264000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4534376651551 41.8245704561527,12.4535286689902 41.8245054558375))",60569,"48628","48689",0.010454000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4534376651551 41.8245704561527,12.4535956701481 41.8246784579811))",60570,"48628","48690",0.017782000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4542647156429 41.8219064309899,12.4540827097077 41.8218064291465))",60935,"48897","48903",0.018762000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4548277321883 41.8224564392804,12.4547877321508 41.8222664370682,12.4547537313234 41.8222104363225,12.4547327308381 41.8221724358252,12.4542647156429 41.8219064309899))",61125,"48666","48897",0.081595000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4549717493569 41.82088142295,12.4545237293774 41.8213474260711,12.4540827097077 41.8218064291465))",61184,"48838","48903",0.126534000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4548687322173 41.8226524415614,12.4548277321883 41.8224564392804))",61152,"49125","48666",0.022034000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4539566870374 41.8241984543414,12.4544267068618 41.8238604526891))",60810,"48725","48665",0.054167000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4544267068618 41.8238604526891,12.4549037272524 41.8234814506252))",61001,"48665","49010",0.057814000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4544276827266 41.8270654871703,12.4543046788615 41.8269784857153,12.4538406577474 41.8275164895455,12.4537556540874 41.8275874899506,12.4536406492717 41.8276654903045,12.4535026437162 41.8277294904108))",61004,"48857","49013",0.122145000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4544276827266 41.8270654871703,12.4546186914294 41.8268424855771))",61005,"48857","49014",0.029415000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4548046976028 41.8269304873087,12.4556877269083 41.8273484955314))",61121,"49059","49104",0.086813000000000,51.667999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,2367.128999999999905,"c,h"
"MULTILINESTRING ((12.4546186914294 41.8268424855771,12.4548046976028 41.8269304873087))",61062,"49014","49059",0.018284000000000,51.667999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,2367.128999999999905,"c,h"
"MULTILINESTRING ((12.4548217110714 41.8252274690599,12.4549717167961 41.8251994693916,12.4553257316256 41.8249584682928))",61124,"48744","49106",0.052611000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4539296600384 41.8276464913197,12.4544276827266 41.8270654871703))",60789,"48747","48857",0.076655000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4540486561831 41.8287375035604,12.4540996577034 41.8287845042813))",60849,"48811","48898",0.006724000000000,55.500000000000000,0,2.000000000000000,1.600000000000000,30.000000000000000,3417.750000000000000,"c,h"
"MULTILINESTRING ((12.457363814626 41.8238854653486,12.4574498185259 41.8237874646572,12.4575168215766 41.8237094641009,12.4576298267101 41.8235794631792,12.4577488321017 41.8234444622291,12.4580858473983 41.8230584594988))",62136,"49795","49865",0.109706000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4580858473983 41.8230584594988,12.458614871146 41.8224874555887))",62409,"49865","50062",0.077161000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4566357851834 41.8242414661069,12.4568607923603 41.8243864686157))",61803,"49181","49614",0.024674000000000,54.100000000000001,0,2.000000000000000,1.600000000000000,30.000000000000000,3344.250000000000000,"c,h"
"MULTILINESTRING ((12.4566867847357 41.824549469635,12.4567747885886 41.8244674691242,12.4568607923603 41.8243864686157))",61827,"49550","49614",0.023168000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4564877759433 41.8247454709039,12.4565947806529 41.8246424702473,12.4566867847357 41.824549469635))",61725,"49369","49550",0.027338000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4568607923603 41.8243864686157,12.4570918025927 41.8241554671054))",61927,"49614","49615",0.032041000000000,54.468000000000004,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4570918025927 41.8241554671054,12.457363814626 41.8238854653486))",62041,"49615","49795",0.037550000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4570918025927 41.8241554671054,12.4571248026069 41.8243144689549,12.4571728029689 41.8245004711581,12.457240804428 41.8246384729293))",62042,"49615","49796",0.055248000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.457240804428 41.8246384729293,12.4573308068615 41.8247544745567))",62097,"49796","49803",0.014897000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4573308068615 41.8247544745567,12.4574308101904 41.8248004754734))",62120,"49803","49852",0.009753000000000,55.868000000000002,0,2.000000000000000,1.600000000000000,30.000000000000000,3173.625000000000000,"c,h"
"MULTILINESTRING ((12.4587108760237 41.8223084540684,12.4588518822463 41.8221704531788,12.4588788829975 41.8222024536369))",62734,"50250","50280",0.023494000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.458746877068 41.8223454546181,12.4588788829975 41.8222024536369))",62756,"50251","50280",0.019301000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4588788829975 41.8222024536369,12.459377905393 41.8216644499552))",62818,"50280","50336",0.072729000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.458746877068 41.8223454546181,12.4587108760237 41.8223084540684))",62755,"50251","50250",0.005084000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.458614871146 41.8224874555887,12.458746877068 41.8223454546181))",62691,"50062","50251",0.019210000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4571437752493 41.8280355090654,12.4577628021581 41.8274845057482,12.4579358094825 41.8273565051008,12.4580888157475 41.8272715048316,12.4583578264877 41.8271585047504,12.4590288525025 41.8269795056547))",62055,"49329","49805",0.200798000000000,54.468000000000004,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4576667926952 41.8282715138109,12.4578668014421 41.828086512664,12.4587348301379 41.8285125209088))",62234,"49804","49937",0.112671000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4576667926952 41.8282715138109,12.4580628059326 41.8284465173642))",62235,"49804","49938",0.038210000000000,51.667999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,2367.128999999999905,"c,h"
"MULTILINESTRING ((12.4581378321973 41.8253284841352,12.4582118342539 41.825416485394,12.4582678356791 41.8255004865338,12.4590288525025 41.8269795056547))",62431,"49883","49805",0.197990000000000,51.667999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,2367.128999999999905,"c,h"
"MULTILINESTRING ((12.4571437752493 41.8280355090654,12.4576667926952 41.8282715138109))",62054,"49329","49804",0.050743000000000,51.667999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,2367.128999999999905,"c,h"
"MULTILINESTRING ((12.4586098242084 41.828689522286,12.4592088442301 41.8289545276639))",62686,"50053","50247",0.057814000000000,51.667999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,2367.128999999999905,"c,h"
"MULTILINESTRING ((12.4587348301379 41.8285125209088,12.4593128492368 41.8287975264131,12.4592088442301 41.8289545276639))",62749,"49937","50247",0.076973000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4594988630325 41.8278745172662,12.4594188598052 41.8279125173377,12.4595748633536 41.8282025211159,12.4596528664847 41.8281675210683))",63048,"50368","50507",0.050150000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4594988630325 41.8278745172662,12.4596528664847 41.8281675210683))",63049,"50368","50507",0.034968000000000,51.667999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,2367.128999999999905,"c,h"
"MULTILINESTRING ((12.4580628059326 41.8284465173642,12.4586098242084 41.828689522286))",62399,"49938","50053",0.052852000000000,51.667999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,2367.128999999999905,"c,h"
"MULTILINESTRING ((12.4587348301379 41.8285125209088,12.4586098242084 41.828689522286))",62748,"49937","50053",0.022233000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
