WKT,id,from_node,to_node,length,v0,connector,lanes,alpha,rcr,capacity,modes
"MULTILINESTRING ((12.4542647156429 41.8219064309899,12.4542247137504 41.8219624314233,12.4540437079123 41.8218544294981))",60848,"48897","48525",0.026288000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4550697525515 41.8209354239442,12.4549717493569 41.82088142295))",61183,"49150","48838",0.010112000000000,52.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3601.500000000000000,"c,h"
"MULTILINESTRING ((12.4538286496424 41.8285325004263,12.4535636412363 41.8283554974035,12.4535006393504 41.8282984965243))",60596,"48709","48674",0.037729000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4538286496424 41.8285325004263,12.4537416470477 41.8284524991984,12.4536916457152 41.8283854982665,12.4536576448501 41.8283344975742))",60657,"48709","48708",0.026305000000000,55.500000000000000,0,2.000000000000000,1.600000000000000,30.000000000000000,3417.750000000000000,"c,h"
"MULTILINESTRING ((12.4537306481596 41.8282514969893,12.4537196476195 41.8282694971365,12.4537006466947 41.8282994973791,12.4536756456023 41.8283224975211,12.4536576448501 41.8283344975742))",60658,"48741","48708",0.011177000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.453387635966 41.82819649495,12.4531036272011 41.8279744913629))",60460,"48611","48043",0.034127000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4535006393504 41.8282984965243,12.453387635966 41.82819649495))",60549,"48674","48611",0.014713000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4536576448501 41.8283344975742,12.4536476446032 41.8283184973599,12.4536096438098 41.8282384963388,12.4535926436526 41.8281764955999))",60635,"48708","48672",0.018422000000000,55.500000000000000,0,2.000000000000000,1.600000000000000,30.000000000000000,3417.750000000000000,"c,h"
"MULTILINESTRING ((12.4536576448501 41.8283344975742,12.453617643357 41.8283374974377,12.4535886423363 41.8283314972508,12.4535006393504 41.8282984965243))",60595,"48708","48674",0.014017000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4540486561831 41.8287375035604,12.4540216552359 41.8287315033819,12.4538286496424 41.8285325004263))",60730,"48811","48709",0.029645000000000,55.500000000000000,0,2.000000000000000,1.600000000000000,30.000000000000000,3417.750000000000000,"c,h"
"MULTILINESTRING ((12.4570127953839 41.8247264729142,12.4569637935979 41.8247244726859,12.4567147844228 41.8247274716678,12.456682783224 41.8247304715651,12.4564877759433 41.8247454709039))",61724,"49555","49369",0.043730000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4570127953839 41.8247264729142,12.4568417897318 41.8246424712892,12.4567907880608 41.8246154707837,12.4566867847357 41.824549469635))",61828,"49555","49550",0.033517000000000,51.667999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,2367.128999999999905,"c,h"
"MULTILINESTRING ((12.4564877759433 41.8247454709039,12.4564907778556 41.8245064683457,12.4564747780893 41.8243974671057))",61719,"49369","49169",0.038726000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4566867847357 41.824549469635,12.4564747780893 41.8243974671057))",61720,"49550","49169",0.024397000000000,54.100000000000001,0,2.000000000000000,1.600000000000000,30.000000000000000,3344.250000000000000,"c,h"
"MULTILINESTRING ((12.4573308068615 41.8247544745567,12.4571367998965 41.8247324735018))",62052,"49803","49765",0.016302000000000,51.667999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,2367.128999999999905,"c,h"
"MULTILINESTRING ((12.4571367998965 41.8247324735018,12.4570127953839 41.8247264729142))",62003,"49765","49555",0.010323000000000,51.667999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,2367.128999999999905,"c,h"
"MULTILINESTRING ((12.457240804428 41.8246384729293,12.4572418041707 41.8246774733531,12.4572318036523 41.824697473526,12.4572108027372 41.8247164736418,12.4571888018682 41.8247244736351,12.457176801397 41.8247284736275,12.4571367998965 41.8247324735018))",62053,"49796","49765",0.015918000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4622080435285 41.8171354131883,12.4619880384488 41.8167364079713,12.4616480308424 41.8160873995609))",63865,"51089","50908",0.125361000000000,60.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,3601.500000000000000,"c,h"
"MULTILINESTRING ((12.4646061206481 41.8185974390147,12.4639960995395 41.8184234345729,12.4638390939651 41.8183974336316,12.463665087397 41.8184204331455))",64745,"51733","51594",0.082284000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4836358572955 41.8136394658232,12.483585855488 41.8136354655699,12.483538853941 41.8136114651143,12.4834948526396 41.8135694644778,12.4834718520423 41.8135364640263,12.4834858529024 41.8134904635907,12.483525854673 41.813450463329))",214296,"10061434","10061435",0.029755000000000,48.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,2829.750000000000000,"c,h"
"MULTILINESTRING ((12.4616480308424 41.8160873995609,12.4615580289436 41.8159003971713,12.4612910230409 41.8153813904666,12.461005016523 41.8148513835637))",63620,"50908","50552",0.147325000000000,57.899999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3087.000000000000000,"c,h"
"MULTILINESTRING ((12.4625240772559 41.8141993829589,12.4618390484826 41.8146773852093,12.4617530446743 41.8147633857711,12.4617090420857 41.8148923869723,12.4616520386577 41.8150693886346,12.4615320326659 41.8152793903861))",63798,"51035","50907",0.150140000000000,55.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,2494.393999999999778,"c,h"
"MULTILINESTRING ((12.462301034969 41.8187254306754,12.462188030492 41.8187684306614,12.4620530252517 41.8188054304901))",64041,"51218","51153",0.022479000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4630620618004 41.8188764355069,12.4628980566015 41.8187664336328,12.4627820527299 41.8187144325847,12.4626490481055 41.8186794316478,12.4625540448173 41.818652430957))",64235,"51382","51329",0.049695000000000,46.067999999999998,0,1.000000000000000,1.600000000000000,30.000000000000000,1703.666999999999916,"c,h"
"MULTILINESTRING ((12.4630620618004 41.8188764355069,12.4628890578677 41.8185544313154))",64421,"51382","51383",0.038545000000000,68.468000000000004,0,3.000000000000000,1.600000000000000,30.000000000000000,5370.750000000000000,"c,h"
"MULTILINESTRING ((12.4633700749883 41.8186284341386,12.4633340731906 41.8186914346642,12.4632940706509 41.8188334360224))",64634,"51656","51595",0.023728000000000,46.067999999999998,0,1.000000000000000,1.600000000000000,30.000000000000000,1703.666999999999916,"c,h"
"MULTILINESTRING ((12.4626600530746 41.8180734251784,12.4626020519072 41.8179454235577,12.4625010498223 41.8177294208096,12.4624490486795 41.8176274194938,12.4624040478995 41.8175114180569))",64190,"51347","51332",0.065968000000000,71.900000000000006,0,3.000000000000000,1.600000000000000,30.000000000000000,5659.500000000000000,"c,h"
"MULTILINESTRING ((12.4621180204989 41.8197534409577,12.4621840220205 41.8198734425263,12.4621670206348 41.8199744435407,12.462063016044 41.8200764441991))",64022,"51206","51205",0.039967000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4628890578677 41.8185544313154,12.4625540448173 41.818652430957))",64236,"51383","51329",0.029886000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4628890578677 41.8185544313154,12.4627160540857 41.818212426909))",64333,"51383","51370",0.040614000000000,71.900000000000006,0,3.000000000000000,1.600000000000000,30.000000000000000,5370.750000000000000,"c,h"
"MULTILINESTRING ((12.4623650470537 41.8174334170539,12.4623140458348 41.8173464159036,12.4622440443469 41.8172024140603,12.4622080435285 41.8171354131883))",64109,"51275","51089",0.035590000000000,60.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,3601.500000000000000,"c,h"
"MULTILINESTRING ((12.4624040478995 41.8175114180569,12.4623650470537 41.8174334170539))",64173,"51332","51275",0.009249000000000,60.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,3601.500000000000000,"c,h"
"MULTILINESTRING ((12.4625540448173 41.818652430957,12.462467041424 41.8186784308698,12.4623630374059 41.8187044307109))",64169,"51329","51308",0.016895000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4623630374059 41.8187044307109,12.462301034969 41.8187254306754))",64148,"51308","51218",0.005655000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4627160540857 41.818212426909,12.4626890536282 41.8181414260318,12.4626600530746 41.8180734251784))",64300,"51370","51347",0.016127000000000,71.900000000000006,0,3.000000000000000,1.600000000000000,30.000000000000000,5659.500000000000000,"c,h"
"MULTILINESTRING ((12.463665087397 41.8184204331455,12.4634550796337 41.8184264323249,12.4631100665022 41.8184864315158))",64542,"51594","51507",0.046890000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.463665087397 41.8184204331455,12.4635090812644 41.8184734330579,12.4634320778846 41.8185464335182,12.4633700749883 41.8186284341386))",64648,"51594","51656",0.035028000000000,44.299999999999997,0,1.000000000000000,1.600000000000000,30.000000000000000,1703.666999999999916,"c,h"
"MULTILINESTRING ((12.463665087397 41.8184204331455,12.4634210801617 41.8181904296441))",64752,"51594","51526",0.032613000000000,49.500000000000000,0,1.000000000000000,1.600000000000000,30.000000000000000,1703.666999999999916,"c,h"
"MULTILINESTRING ((12.4631100665022 41.8184864315158,12.4628890578677 41.8185544313154))",64422,"51507","51383",0.019855000000000,54.468000000000004,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4637440770287 41.8201824524249,12.4630620618004 41.8188764355069))",64509,"51571","51382",0.155732000000000,68.468000000000004,0,3.000000000000000,1.600000000000000,30.000000000000000,5370.750000000000000,"c,h"
"MULTILINESTRING ((12.4679872873801 41.8129553926087,12.4673872622449 41.8133653944877,12.4673052586519 41.8134423949699))",66649,"53133","53102",0.078458000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4671432527136 41.8134403942659,12.4661842232758 41.8126693819387))",66001,"52648","52547",0.116976000000000,47.299999999999997,0,1.000000000000000,1.600000000000000,30.000000000000000,2494.393999999999778,"c,h"
"MULTILINESTRING ((12.4672332555543 41.8135023953114,12.4671432527136 41.8134403942659))",66553,"53072","52648",0.010166000000000,47.299999999999997,0,1.000000000000000,1.600000000000000,30.000000000000000,2494.393999999999778,"c,h"
"MULTILINESTRING ((12.4647811266656 41.8186524403436,12.464555115844 41.8189864429825,12.4644211092848 41.819203444751))",65108,"51994","51991",0.068128000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4674272185609 41.8193634591385,12.4647811266656 41.8186524403436))",65267,"52106","51994",0.233599000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4678772407391 41.8186144529806,12.4677352331862 41.8189244557156))",66899,"53293","53206",0.036397000000000,44.500000000000000,0,1.000000000000000,1.600000000000000,30.000000000000000,1945.006000000000085,"c,h"
"MULTILINESTRING ((12.4648821361087 41.817891432587,12.4646721246327 41.8183904370672))",65218,"52072","52050",0.058105000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1839.839750000000095,"c,h"
"MULTILINESTRING ((12.4647811266656 41.8186524403436,12.464661122549 41.8186134394185))",65209,"51994","51951",0.010871000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.464661122549 41.8186134394185,12.4646061206481 41.8185974390147))",65176,"51951","51733",0.004902000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4644211092848 41.819203444751,12.4643421047544 41.8194194467407,12.4643391033863 41.8195864485238,12.464365103408 41.8197104499668,12.4643751035044 41.819746450396,12.4643951035842 41.8198334514158))",65104,"51991","51987",0.071254000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4643951035842 41.8198334514158,12.4644361044961 41.8199124524381,12.4643981023011 41.8200184534179))",65097,"51987","51941",0.021602000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4643981023011 41.8200184534179,12.4643040995015 41.8199314520861,12.4642780992689 41.8198354509442))",65026,"51941","51939",0.023304000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4675772237728 41.8194034602006,12.4674272185609 41.8193634591385))",66725,"53186","52106",0.013231000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4677352331862 41.8189244557156,12.4676462285826 41.8191014572439,12.4675002226594 41.8191754574245))",66755,"53206","53199",0.035657000000000,44.500000000000000,0,1.000000000000000,1.600000000000000,30.000000000000000,1945.006000000000085,"c,h"
"MULTILINESTRING ((12.4643730865287 41.8219904745197,12.4643440847773 41.8220814753762))",65044,"51949","51930",0.010390000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4640550517583 41.8250545061364,12.4639830494357 41.8250115053704,12.4638780457871 41.8249835046266,12.4638000431384 41.8249545039858,12.4636970396763 41.8249115030891,12.4635910361718 41.8248595020829))",64732,"51724","51570",0.044482000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4645280865161 41.8227484833255,12.4645120851973 41.8228454843014,12.4644690830519 41.8229204849268,12.4644100803334 41.8229934854633,12.464329076874 41.8230574858103,12.4642180723797 41.823112485934,12.4640350652465 41.8231664857435,12.4638590585137 41.8232014853781))",64850,"51635","51809",0.081719000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4649980814192 41.8257185172542,12.4644300685409 41.8246565034356))",65092,"51970","51723",0.127045000000000,67.067999999999998,0,3.000000000000000,1.600000000000000,30.000000000000000,5126.625000000000000,"c,h"
"MULTILINESTRING ((12.4630100154785 41.8247714986871,12.4629310134411 41.824656497117,12.4629010125193 41.8246324967324,12.4628590111111 41.8246144963617,12.4628000091684 41.8245844957903,12.4627660081824 41.8245494952704,12.4627480077995 41.8245124947966,12.4627390080941 41.8244294938658,12.4627470089156 41.8243594931465))",64328,"51448","51281",0.054190000000000,43.100000000000001,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4637610523426 41.8235424886329,12.4637650516308 41.823656489876,12.4637610509866 41.823722490569,12.4637420497382 41.8237954912741,12.4637130483106 41.8238434916682,12.4636720463516 41.8239034921408,12.4636340446384 41.8239454924324,12.4635890426905 41.8239844926622,12.4631860258356 41.8242554938785))",64567,"51612","51589",0.097978000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4637530535176 41.8233474865017,12.4637610523426 41.8235424886329))",64814,"51784","51612",0.021669000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4637220525966 41.8233184860591,12.4637530535176 41.8233474865017))",64809,"51764","51784",0.004125000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4654171183413 41.8228614882876,12.4655361227455 41.8228574887461,12.4657571309063 41.8228524896237,12.4658331336094 41.822864490073,12.4664571546326 41.8231184954345,12.4664871556072 41.8231354957438,12.4664801552671 41.8231464958326,12.4655721199789 41.8234004947383,12.4647320873254 41.8236364937366,12.46470908648 41.8236364936397,12.46471008669 41.8236134933965,12.4650641058484 41.8227974861116,12.4651101080514 41.8227294855741,12.4651101083075 41.8226954852084,12.4650731076781 41.8225984840092))",65403,"52206","52186",0.376507000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4660961461232 41.8224864871157,12.4659891424765 41.8224484862561,12.4658391373472 41.8223974850754,12.4657331339707 41.8223284838866))",65755,"52467","52420",0.035204000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4642910828067 41.8220844751851,12.4641860812975 41.821772471387,12.464225082859 41.8217554713686))",64993,"51913","51912",0.039485000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4647410994521 41.8220704769312,12.4646400959206 41.8220464762474,12.4644880927742 41.8217224721221))",65146,"52024","51974",0.046942000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4649541126062 41.8213634702252,12.4648911113526 41.8212224684433))",65336,"52153","52026",0.016512000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4651701175703 41.8217584753836,12.4649471074456 41.8220144771971))",65363,"52177","52105",0.033937000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.465301121376 41.8218924773768,12.4652341194707 41.8218184762986,12.4651701175703 41.8217584753836))",65459,"52245","52177",0.018453000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4647730999655 41.8221584780125,12.4643730865287 41.8219904745197))",65064,"51966","51949",0.038113000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4643440847773 41.8220814753762,12.4644300859798 41.822341478535,12.4644780864033 41.8225194806518))",65116,"51930","52002",0.049917000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.46439908823 41.8218914735646,12.4643730865287 41.8219904745197))",65065,"51934","51949",0.011206000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4643730865287 41.8219904745197,12.4643260849066 41.8219764741711))",65039,"51949","51929",0.004202000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4644780864033 41.8225194806518,12.4645200867795 41.8226744824959,12.4645280865161 41.8227484833255))",65148,"52002","51635",0.025812000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4651701175703 41.8217584753836,12.4650931156665 41.8216354737363,12.4650541146925 41.8215744729159))",65415,"52177","52179",0.022596000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4651481185316 41.8215234727635,12.4651701175703 41.8217584753836))",65460,"52208","52177",0.026165000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4650541146925 41.8215744729159,12.4649541126062 41.8213634702252))",65365,"52179","52153",0.024865000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4656301307422 41.8222544826567,12.4655511284259 41.8221764814849,12.4654461253574 41.8220714799131,12.4653561229908 41.8219464781894,12.465301121376 41.8218924773768))",65531,"52293","52245",0.048742000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4650731076781 41.8225984840092,12.4650071053049 41.8225914836557))",65374,"52186","51985",0.005538000000000,58.667999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3661.875000000000000,"c,h"
"MULTILINESTRING ((12.4653281171413 41.8225864849548,12.4652631149103 41.822565484455,12.4652231132593 41.8225894845445,12.4651751113971 41.8226024844821,12.4651261095885 41.8226034842863,12.4650731076781 41.8225984840092))",65404,"52197","52186",0.022894000000000,58.667999999999999,0,2.000000000000000,1.600000000000000,30.000000000000000,3661.875000000000000,"c,h"
"MULTILINESTRING ((12.4657331339707 41.8223284838866,12.4656301307422 41.8222544826567))",65699,"52420","52293",0.011865000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4658251001805 41.8272635373617,12.4656230956025 41.8268855324434))",65673,"52142","52068",0.045214000000000,67.067999999999998,0,3.000000000000000,1.600000000000000,30.000000000000000,5126.625000000000000,"c,h"
"MULTILINESTRING ((12.464391057389 41.8259465171486,12.464430059802 41.8258165159144,12.4644300602917 41.8257515152152,12.4644240605684 41.8256855144799,12.4642260562133 41.8252975094713,12.4641090533591 41.8251055069127,12.4640550517583 41.8250545061364))",64920,"51608","51724",0.106155000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4656230956025 41.8268855324434,12.4649980814192 41.8257185172542))",65368,"52068","51970",0.139632000000000,67.067999999999998,0,3.000000000000000,1.600000000000000,30.000000000000000,5126.625000000000000,"c,h"
"MULTILINESTRING ((12.4600338373364 41.8338915842768,12.4588567914776 41.8342345830048,12.4584137811408 41.8334455726432))",62559,"50164","49704",0.199976000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4602368599693 41.8318795634767,12.4601428575088 41.8317475616596,12.4600588549409 41.8316785605628,12.4598738488559 41.8315835587601,12.4596538414768 41.8314895568206,12.4595368373263 41.8314695561119,12.4594758350763 41.8314705558654,12.4594328332542 41.8315025560285,12.4593628301907 41.8315675564328,12.4592938273374 41.8316095565938,12.4590968195823 41.8316775564948))",62890,"50388","50304",0.121426000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4603848394964 41.835316601097,12.4602028329181 41.835301600168,12.4601188298599 41.8352975997707,12.4595898104936 41.8352865974212,12.4592077965998 41.8352665955947))",62935,"50428","50405",0.097968000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4638489785979 41.833758598931,12.4626019300004 41.8341235976028))",64245,"51391","51122",0.111235000000000,47.468000000000004,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4605028181361 41.8387246382881,12.4604188153266 41.8386876375354,12.4603788140368 41.8386636371082,12.4602878110528 41.8386156362076,12.4601538065406 41.8385606350502,12.4599858006424 41.8385236339432,12.4598247947755 41.8385166331888,12.4597117905904 41.8385206327553,12.4595517844435 41.8385556324573,12.4594567807619 41.8385806323258,12.4593077749213 41.8386286322142))",62972,"50449","50257",0.107329000000000,59.299999999999997,0,2.000000000000000,1.600000000000000,30.000000000000000,3173.625000000000000,"c,h"
"MULTILINESTRING ((12.4590978149442 41.8322975631719,12.4588228089362 41.8317535561571))",62794,"50318","50214",0.064596000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4662730437699 41.836936643362,12.4649179909644 41.8373326419145,12.464497981235 41.8365746319827,12.464403979113 41.8363976296808,12.4649780014385 41.8362356303562))",65358,"52173","52150",0.284086000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4585228023713 41.8311615485204,12.4584127999637 41.8309445457211))",62557,"50162","50118",0.025776000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4564257237873 41.8313595418052,12.4563417210311 41.8313155409773,12.4563077198868 41.8313015406832,12.4562747187415 41.8312925404471,12.4562287170806 41.83128854021,12.4561427139417 41.8312855398149))",61575,"49441","48835",0.025658000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4583187979106 41.8307585433229,12.4580147912517 41.8301595355945))",62370,"50036","50034",0.071163000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4584127999637 41.8309445457211,12.4583187979106 41.8307585433229))",62500,"50118","50036",0.022086000000000,45.700000000000003,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4588228089362 41.8317535561571,12.4585228023713 41.8311615485204))",62633,"50214","50162",0.070318000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4596308287786 41.8330615736431,12.4594268221383 41.8329475715556,12.459232817894 41.832564566615))",62949,"50434","50393",0.066644000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.459232817894 41.832564566615,12.4590978149442 41.8322975631719))",62894,"50393","50318",0.031705000000000,50.899999999999999,0,1.000000000000000,1.600000000000000,30.000000000000000,1745.970370000000003,"c,h"
"MULTILINESTRING ((12.4591457943505 41.8352625952901,12.4590867922265 41.8352565949767,12.4590077893748 41.8352495945681,12.4589167862026 41.8352265939367,12.4588297832528 41.8351935932144,12.458758780831 41.8351685926458,12.4586747780217 41.8351315918932,12.4585167730875 41.835015589978))",62627,"50209","50171",0.060643000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4585167730875 41.835015589978,12.4584537712087 41.8349575890878))",62591,"50171","50146",0.008300000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4592077965998 41.8352665955947,12.4591457943505 41.8352625952901))",62907,"50405","50209",0.005169000000000,52.700000000000003,0,2.000000000000000,1.600000000000000,30.000000000000000,2929.500000000000000,"c,h"
"MULTILINESTRING ((12.4585027423883 41.8390176330074,12.4579977219718 41.8392626335153,12.4575967057563 41.8394576339235))",62221,"49930","49879",0.089729000000000,59.299999999999997,0,2.000000000000000,1.600000000000000,30.000000000000000,3173.625000000000000,"c,h"
