WKT,id,centroid,modes
"POINT (12.4495036785219 41.803626214444)",47340,0,"c,h"
"POINT (12.4493606720394 41.803789215591)",47341,0,"c,h"
"POINT (12.4538846184238 41.8329435481314)",47356,0,"c,h"
"POINT (12.4507236107968 41.8185523799808)",47372,0,"c,h"
"POINT (12.4492685954545 41.8134973195005)",47374,0,"c,h"
"POINT (12.4493045970942 41.8134553192011)",47375,0,"c,h"
"POINT (12.4501747340024 41.7995361733581)",47387,0,"c,h"
"POINT (12.4507826133498 41.8185013796815)",47391,0,"c,h"
"POINT (12.4498336148589 41.8136773238201)",47395,0,"c,h"
"POINT (12.449445674642 41.8038582166908)",47412,0,"c,h"
"POINT (12.4500465590827 41.8221094153712)",47428,0,"c,h"
"POINT (12.4504865729762 41.8224114204765)",47431,0,"c,h"
"POINT (12.449520676915 41.8039222176947)",47443,0,"c,h"
"POINT (12.4496366827824 41.8037092158967)",47444,0,"c,h"
"POINT (12.4508427066005 41.8064272501798)",47456,0,"c,h"
"POINT (12.4497306866882 41.8036492156491)",47466,0,"c,h"
"POINT (12.4501265627549 41.8220124146658)",47469,0,"c,h"
"POINT (12.4496426806432 41.8040222192836)",47474,0,"c,h"
"POINT (12.4502606851343 41.8064382478417)",47478,0,"c,h"
"POINT (12.4499706760778 41.8062262443404)",47479,0,"c,h"
"POINT (12.4495675581359 41.8199013896055)",47481,0,"c,h"
"POINT (12.449892573309 41.8194733863755)",47482,0,"c,h"
"POINT (12.4501816649737 41.8087272720982)",47491,0,"c,h"
"POINT (12.4500526634082 41.8083062670308)",47493,0,"c,h"
"POINT (12.4501786655043 41.8086422711724)",47494,0,"c,h"
"POINT (12.4496946822295 41.8040652199648)",47515,0,"c,h"
"POINT (12.45028060488 41.8171783633391)",47524,0,"c,h"
"POINT (12.4499386896484 41.8042702231964)",47533,0,"c,h"
"POINT (12.4501336842227 41.8059402419564)",47534,0,"c,h"
"POINT (12.4500985493827 41.8236484321426)",47548,0,"c,h"
"POINT (12.449953736835 41.7980831568265)",47549,0,"c,h"
"POINT (12.4497596115438 41.8137563243568)",47551,0,"c,h"
"POINT (12.4497976132494 41.8137153240765)",47566,0,"c,h"
"POINT (12.4498316593974 41.8077612602431)",47575,0,"c,h"
"POINT (12.4503046782466 41.8075662601446)",47576,0,"c,h"
"POINT (12.4486946216485 41.8072272497072)",47577,0,"c,h"
"POINT (12.4503226308825 41.813935328657)",47579,0,"c,h"
"POINT (12.450439591021 41.819790392093)",47607,0,"c,h"
"POINT (12.4513667926436 41.7975651572285)",47618,0,"c,h"
"POINT (12.4530747915236 41.8060402554411)",47625,0,"c,h"
"POINT (12.4505457015536 41.8056492405695)",47626,0,"c,h"
"POINT (12.4507166891095 41.8081332679747)",47648,0,"c,h"
"POINT (12.4504106337693 41.8139813295229)",47652,0,"c,h"
"POINT (12.4539507938563 41.8100013016909)",47653,0,"c,h"
"POINT (12.450232640207 41.8122603102757)",47654,0,"c,h"
"POINT (12.4511465936658 41.8228844283494)",47660,0,"c,h"
"POINT (12.451118581313 41.8243854443754)",47661,0,"c,h"
"POINT (12.4506846757422 41.8097502852124)",47669,0,"c,h"
"POINT (12.4505935774822 41.8223354201108)",47673,0,"c,h"
"POINT (12.452083732537 41.8090352834342)",47683,0,"c,h"
"POINT (12.4520787317804 41.8091112842297)",47684,0,"c,h"
"POINT (12.4509816655504 41.8125493165427)",47703,0,"c,h"
"POINT (12.4502636280658 41.8140213293323)",47712,0,"c,h"
"POINT (12.4502936295001 41.813977328986)",47713,0,"c,h"
"POINT (12.4505836178933 41.8169293619412)",47720,0,"c,h"
"POINT (12.4505707453088 41.7999661796459)",47725,0,"c,h"
"POINT (12.450589745238 41.8000681808212)",47736,0,"c,h"
"POINT (12.450375632189 41.8140203297943)",47749,0,"c,h"
"POINT (12.4509846086674 41.8201063977913)",47797,0,"c,h"
"POINT (12.4504865932085 41.8197293916355)",47798,0,"c,h"
"POINT (12.4504457311674 41.8012331927223)",47845,0,"c,h"
"POINT (12.4542948556831 41.8034742330277)",47852,0,"c,h"
"POINT (12.4507067403034 41.801293194468)",47853,0,"c,h"
"POINT (12.4505746873074 41.8076802625088)",47855,0,"c,h"
"POINT (12.4506856884229 41.8080732671993)",47856,0,"c,h"
"POINT (12.4518326779407 41.8150533470466)",47857,0,"c,h"
"POINT (12.45126559853 41.8228194281526)",47869,0,"c,h"
"POINT (12.4516517335501 41.8067952575468)",47889,0,"c,h"
"POINT (12.4532867893039 41.8073682706012)",47898,0,"c,h"
"POINT (12.4505696705063 41.8098842861668)",47900,0,"c,h"
"POINT (12.4508036811854 41.8096082841889)",47901,0,"c,h"
"POINT (12.4530818505041 41.7982471717857)",47906,0,"c,h"
"POINT (12.4524308062828 41.8009421979738)",47907,0,"c,h"
"POINT (12.4524868075715 41.8010441993053)",47911,0,"c,h"
"POINT (12.4515377173226 41.808392274222)",47914,0,"c,h"
"POINT (12.4508246140938 41.8186073809984)",47919,0,"c,h"
"POINT (12.451739737507 41.8066992568869)",47922,0,"c,h"
"POINT (12.4509436206847 41.8183133783398)",47938,0,"c,h"
"POINT (12.4508536156876 41.8185373803682)",47939,0,"c,h"
"POINT (12.4519046493128 41.8192003919326)",47952,0,"c,h"
"POINT (12.4520006534745 41.8191163914345)",47964,0,"c,h"
"POINT (12.451461726132 41.8068532573681)",47968,0,"c,h"
"POINT (12.4511476299845 41.8180743766313)",47986,0,"c,h"
"POINT (12.4520557018869 41.8129643255353)",47997,0,"c,h"
"POINT (12.4521376460652 41.8207664097547)",47998,0,"c,h"
"POINT (12.4510426112818 41.8200423973479)",48021,0,"c,h"
"POINT (12.4520976119035 41.8251004561985)",48037,0,"c,h"
"POINT (12.4521676252561 41.8236714411232)",48038,0,"c,h"
"POINT (12.4511206988797 41.80880627691)",48041,0,"c,h"
"POINT (12.4519285998903 41.8258694637575)",48042,0,"c,h"
"POINT (12.4531036272011 41.8279744913629)",48043,0,"c,h"
"POINT (12.4517366119264 41.8233384357226)",48049,0,"c,h"
"POINT (12.4518276159953 41.8232424350741)",48089,0,"c,h"
"POINT (12.4515497998708 41.7974981572815)",48119,0,"c,h"
"POINT (12.4514567889493 41.7984941675812)",48149,0,"c,h"
"POINT (12.4516597971449 41.7983961673857)",48150,0,"c,h"
"POINT (12.4534857880612 41.8085032836342)",48168,0,"c,h"
"POINT (12.4539258418778 41.8035072318255)",48179,0,"c,h"
"POINT (12.4537658004294 41.8082272818503)",48224,0,"c,h"
"POINT (12.453383789612 41.8078002756513)",48239,0,"c,h"
"POINT (12.4522936304832 41.8235924408053)",48252,0,"c,h"
"POINT (12.4552768066132 41.8147733585687)",48253,0,"c,h"
"POINT (12.4519646845258 41.8148233451315)",48254,0,"c,h"
"POINT (12.452880681148 41.819735401804)",48264,0,"c,h"
"POINT (12.4528837299006 41.8132843324684)",48279,0,"c,h"
"POINT (12.4517626775777 41.8147603436019)",48280,0,"c,h"
"POINT (12.4520816570623 41.8190353909055)",48293,0,"c,h"
"POINT (12.4524907166051 41.8131323291765)",48313,0,"c,h"
"POINT (12.4535457889995 41.8086712856923)",48319,0,"c,h"
"POINT (12.4521716610638 41.8189433902961)",48321,0,"c,h"
"POINT (12.4529576847019 41.8196394010967)",48322,0,"c,h"
"POINT (12.4533487813767 41.8087222854091)",48323,0,"c,h"
"POINT (12.4531606564067 41.82438045294)",48327,0,"c,h"
"POINT (12.4521836480575 41.8207264095187)",48339,0,"c,h"
"POINT (12.4528136679992 41.8211524167584)",48340,0,"c,h"
"POINT (12.4528276459621 41.8241424489747)",48346,0,"c,h"
"POINT (12.4524616739389 41.8186493883589)",48347,0,"c,h"
"POINT (12.4530346861745 41.8198194033571)",48353,0,"c,h"
"POINT (12.4529106496012 41.824064448486)",48380,0,"c,h"
"POINT (12.4524056443375 41.8223014273931)",48400,0,"c,h"
"POINT (12.4533686740832 41.8230504395126)",48401,0,"c,h"
"POINT (12.4548928988684 41.8006582053106)",48414,0,"c,h"
"POINT (12.4534748505506 41.8001571939497)",48415,0,"c,h"
"POINT (12.4547668934411 41.8007642059173)",48421,0,"c,h"
"POINT (12.4537788500928 41.8017002118002)",48422,0,"c,h"
"POINT (12.4526405753237 41.8325945391248)",48462,0,"c,h"
"POINT (12.4523735679604 41.8322695345)",48463,0,"c,h"
"POINT (12.4527026845078 41.8184223869354)",48481,0,"c,h"
"POINT (12.4531327053857 41.8177493815143)",48482,0,"c,h"
"POINT (12.4540437079123 41.8218544294981)",48525,0,"c,h"
"POINT (12.4531968549696 41.7982151719273)",48528,0,"c,h"
"POINT (12.4528576699557 41.8211074164602)",48537,0,"c,h"
"POINT (12.4537067080896 41.8201884101605)",48538,0,"c,h"
"POINT (12.4530816877057 41.819845403835)",48596,0,"c,h"
"POINT (12.4531366905416 41.8197374029058)",48597,0,"c,h"
"POINT (12.4531898508852 41.7987231773515)",48603,0,"c,h"
"POINT (12.4533806365461 41.8280854937262)",48610,0,"c,h"
"POINT (12.453387635966 41.82819649495)",48611,0,"c,h"
"POINT (12.4536807301998 41.8171293771612)",48622,0,"c,h"
"POINT (12.4534376651551 41.8245704561527)",48628,0,"c,h"
"POINT (12.453188692234 41.819766403437)",48635,0,"c,h"
"POINT (12.4532898547244 41.7987011775371)",48636,0,"c,h"
"POINT (12.4535428539905 41.8000321928944)",48652,0,"c,h"
"POINT (12.4574659954937 41.8003792131665)",48653,0,"c,h"
"POINT (12.4532996979047 41.8195554016366)",48654,0,"c,h"
"POINT (12.4538778083506 41.8077222768976)",48660,0,"c,h"
"POINT (12.4534787871633 41.8085882845179)",48661,0,"c,h"
"POINT (12.4544267068618 41.8238604526891)",48665,0,"c,h"
"POINT (12.4548277321883 41.8224564392804)",48666,0,"c,h"
"POINT (12.4535976445304 41.8280844946312)",48671,0,"c,h"
"POINT (12.4535926436526 41.8281764955999)",48672,0,"c,h"
"POINT (12.4535006393504 41.8282984965243)",48674,0,"c,h"
"POINT (12.4538168031926 41.8081092807978)",48682,0,"c,h"
"POINT (12.4535286689902 41.8245054558375)",48689,0,"c,h"
"POINT (12.4535956701481 41.8246784579811)",48690,0,"c,h"
"POINT (12.4536576448501 41.8283344975742)",48708,0,"c,h"
"POINT (12.4538286496424 41.8285325004263)",48709,0,"c,h"
"POINT (12.4535257900811 41.8084302830187)",48720,0,"c,h"
"POINT (12.4539168081632 41.8079372793719)",48721,0,"c,h"
"POINT (12.4537837981514 41.8086172861163)",48722,0,"c,h"
"POINT (12.4539566870374 41.8241984543414)",48725,0,"c,h"
"POINT (12.45388085329 41.8017732130143)",48730,0,"c,h"
"POINT (12.4536007908847 41.8086892861177)",48731,0,"c,h"
"POINT (12.4537306481596 41.8282514969893)",48741,0,"c,h"
"POINT (12.4546517064668 41.8250094659976)",48743,0,"c,h"
"POINT (12.4548217110714 41.8252274690599)",48744,0,"c,h"
"POINT (12.4539296600384 41.8276464913197)",48747,0,"c,h"
"POINT (12.4537537966949 41.8086642864947)",48748,0,"c,h"
"POINT (12.4536467061106 41.8201584095848)",48752,0,"c,h"
"POINT (12.4561428044422 41.8192834107069)",48760,0,"c,h"
"POINT (12.4538047123323 41.8201034096601)",48768,0,"c,h"
"POINT (12.4538877139953 41.8202874119889)",48769,0,"c,h"
"POINT (12.4541768134281 41.8085062865818)",48775,0,"c,h"
"POINT (12.4537266491818 41.8280964953047)",48776,0,"c,h"
"POINT (12.4538936521826 41.8285125004854)",48777,0,"c,h"
"POINT (12.4537527106398 41.8200744091288)",48784,0,"c,h"
"POINT (12.4569999016333 41.8105663206235)",48785,0,"c,h"
"POINT (12.4544718264453 41.8082172847214)",48795,0,"c,h"
"POINT (12.4542848180822 41.8084152860597)",48800,0,"c,h"
"POINT (12.4539907207594 41.819892408176)",48803,0,"c,h"
"POINT (12.4540486561831 41.8287375035604)",48811,0,"c,h"
"POINT (12.4543878595218 41.8034182328186)",48833,0,"c,h"
"POINT (12.4599278061192 41.8375146228341)",48834,0,"c,h"
"POINT (12.4561427139417 41.8312855398149)",48835,0,"c,h"
"POINT (12.4549717493569 41.82088142295)",48838,0,"c,h"
"POINT (12.454097815703 41.8078192788678)",48855,0,"c,h"
"POINT (12.4544276827266 41.8270654871703)",48857,0,"c,h"
"POINT (12.4539447169046 41.820179411068)",48865,0,"c,h"
"POINT (12.4551327555305 41.8208474232637)",48866,0,"c,h"
"POINT (12.4542647156429 41.8219064309899)",48897,0,"c,h"
"POINT (12.4540996577034 41.8287845042813)",48898,0,"c,h"
"POINT (12.4540827097077 41.8218064291465)",48903,0,"c,h"
"POINT (12.4553358646943 41.8073542790948)",48907,0,"c,h"
"POINT (12.4546366737927 41.8292685117553)",48908,0,"c,h"
"POINT (12.4541326202981 41.8339035595111)",48928,0,"c,h"
"POINT (12.4561716838473 41.835416584402)",48929,0,"c,h"
"POINT (12.4569579018607 41.8103313179212)",48937,0,"c,h"
"POINT (12.4565818911415 41.8099203119191)",48968,0,"c,h"
"POINT (12.4544228584719 41.8037282362955)",48971,0,"c,h"
"POINT (12.4545248622344 41.8037262367044)",49003,0,"c,h"
"POINT (12.4555568854803 41.8056732619696)",49009,0,"c,h"
"POINT (12.4549037272524 41.8234814506252)",49010,0,"c,h"
"POINT (12.4535026437162 41.8277294904108)",49013,0,"c,h"
"POINT (12.4546186914294 41.8268424855771)",49014,0,"c,h"
"POINT (12.4548018403188 41.8079852836211)",49022,0,"c,h"
"POINT (12.4556148880483 41.8056152615912)",49040,0,"c,h"
"POINT (12.4577010034943 41.8004632150594)",49041,0,"c,h"
"POINT (12.4558737493931 41.8252734739933)",49058,0,"c,h"
"POINT (12.4548046976028 41.8269304873087)",49059,0,"c,h"
"POINT (12.4552576927516 41.8297815198957)",49063,0,"c,h"
"POINT (12.4558837606717 41.8238264584706)",49065,0,"c,h"
"POINT (12.4555018697462 41.8074932812883)",49103,0,"c,h"
"POINT (12.4556877269083 41.8273484955314)",49104,0,"c,h"
"POINT (12.4553257316256 41.8249584682928)",49106,0,"c,h"
"POINT (12.4548687322173 41.8226524415614)",49125,0,"c,h"
"POINT (12.4556977551546 41.8236514558037)",49126,0,"c,h"
"POINT (12.4549017304893 41.8230424458951)",49134,0,"c,h"
"POINT (12.4550697525515 41.8209354239442)",49150,0,"c,h"
"POINT (12.4550657534752 41.8207934224003)",49168,0,"c,h"
"POINT (12.4564747780893 41.8243974671057)",49169,0,"c,h"
"POINT (12.4566357851834 41.8242414661069)",49181,0,"c,h"
"POINT (12.456715671137 41.8397526333834)",49182,0,"c,h"
"POINT (12.4563337220192 41.831145539114)",49215,0,"c,h"
"POINT (12.4559158879941 41.8070902787052)",49235,0,"c,h"
"POINT (12.4557238895592 41.8059462656064)",49236,0,"c,h"
"POINT (12.45592388764 41.8071762796628)",49285,0,"c,h"
"POINT (12.4558048927311 41.8059202656688)",49317,0,"c,h"
"POINT (12.4565579201261 41.8059562692314)",49318,0,"c,h"
"POINT (12.4571437752493 41.8280355090654)",49329,0,"c,h"
"POINT (12.4560078965882 41.8063982716596)",49340,0,"c,h"
"POINT (12.4560908997734 41.8063802718163)",49357,0,"c,h"
"POINT (12.4566876690059 41.8398986348375)",49358,0,"c,h"
"POINT (12.4564877759433 41.8247454709039)",49369,0,"c,h"
"POINT (12.456067894257 41.8070002783795)",49386,0,"c,h"
"POINT (12.4559608892481 41.8071432794644)",49387,0,"c,h"
"POINT (12.4561108953245 41.8070682792914)",49395,0,"c,h"
"POINT (12.4559687962079 41.8195274125965)",49397,0,"c,h"
"POINT (12.4562969035223 41.8068872781315)",49410,0,"c,h"
"POINT (12.4562058998849 41.8069262781666)",49421,0,"c,h"
"POINT (12.4563869071229 41.8068482780921)",49428,0,"c,h"
"POINT (12.4562529010543 41.8070002791598)",49434,0,"c,h"
"POINT (12.4565288141434 41.819878418733)",49440,0,"c,h"
"POINT (12.4564257237873 41.8313595418052)",49441,0,"c,h"
"POINT (12.4566796988205 41.8359075918312)",49455,0,"c,h"
"POINT (12.4563399045673 41.8069582790756)",49482,0,"c,h"
"POINT (12.4563049031382 41.8069772791321)",49490,0,"c,h"
"POINT (12.4563649052071 41.8069952795785)",49504,0,"c,h"
"POINT (12.4578239397016 41.8095323129882)",49510,0,"c,h"
"POINT (12.4564239079927 41.8069132789464)",49518,0,"c,h"
"POINT (12.4565079117043 41.8068302784091)",49519,0,"c,h"
"POINT (12.4564479085807 41.8069522794666)",49531,0,"c,h"
"POINT (12.4583947694091 41.8349085883115)",49532,0,"c,h"
"POINT (12.4578149414277 41.809259310017)",49538,0,"c,h"
"POINT (12.4566867847357 41.824549469635)",49550,0,"c,h"
"POINT (12.4570127953839 41.8247264729142)",49555,0,"c,h"
"POINT (12.4566269162575 41.8068062786532)",49568,0,"c,h"
"POINT (12.4595139799016 41.8124393513529)",49570,0,"c,h"
"POINT (12.4570399336167 41.8065162772797)",49594,0,"c,h"
"POINT (12.4575899245788 41.8103983213065)",49610,0,"c,h"
"POINT (12.4570429321675 41.806723279516)",49611,0,"c,h"
"POINT (12.4568607923603 41.8243864686157)",49614,0,"c,h"
"POINT (12.4570918025927 41.8241554671054)",49615,0,"c,h"
"POINT (12.4562996868484 41.835642587375)",49627,0,"c,h"
"POINT (12.4569037052231 41.8361505953923)",49628,0,"c,h"
"POINT (12.456778672714 41.8398506347045)",49631,0,"c,h"
"POINT (12.4574907025076 41.8393716325502)",49646,0,"c,h"
"POINT (12.4574196985994 41.8395436341029)",49671,0,"c,h"
"POINT (12.4612931399558 41.799865223782)",49702,0,"c,h"
"POINT (12.4568637462997 41.8305095345056)",49703,0,"c,h"
"POINT (12.4584137811408 41.8334455726432)",49704,0,"c,h"
"POINT (12.4594660702702 41.8002062197417)",49712,0,"c,h"
"POINT (12.4576437358773 41.8356935935943)",49718,0,"c,h"
"POINT (12.4592577743801 41.8384566301512)",49719,0,"c,h"
"POINT (12.4571367998965 41.8247324735018)",49765,0,"c,h"
"POINT (12.4570979342335 41.8067172796835)",49773,0,"c,h"
"POINT (12.4574459473436 41.8066742806892)",49774,0,"c,h"
"POINT (12.458848757343 41.8387216312795)",49788,0,"c,h"
"POINT (12.457363814626 41.8238854653486)",49795,0,"c,h"
"POINT (12.457240804428 41.8246384729293)",49796,0,"c,h"
"POINT (12.4573308068615 41.8247544745567)",49803,0,"c,h"
"POINT (12.4576667926952 41.8282715138109)",49804,0,"c,h"
"POINT (12.4590288525025 41.8269795056547)",49805,0,"c,h"
"POINT (12.4619570367521 41.8168104086361)",49830,0,"c,h"
"POINT (12.4574308101904 41.8248004754734)",49852,0,"c,h"
"POINT (12.4580858473983 41.8230584594988)",49865,0,"c,h"
"POINT (12.4590448673682 41.8250854853466)",49866,0,"c,h"
"POINT (12.4575967057563 41.8394576339235)",49879,0,"c,h"
"POINT (12.4581378321973 41.8253284841352)",49883,0,"c,h"
"POINT (12.4667743011407 41.8052043042159)",49885,0,"c,h"
"POINT (12.4588389665487 41.8109193321721)",49929,0,"c,h"
"POINT (12.4585027423883 41.8390176330074)",49930,0,"c,h"
"POINT (12.4587348301379 41.8285125209088)",49937,0,"c,h"
"POINT (12.4580628059326 41.8284465173642)",49938,0,"c,h"
"POINT (12.4580147912517 41.8301595355945)",50034,0,"c,h"
"POINT (12.4581587968772 41.8301155357284)",50035,0,"c,h"
"POINT (12.4583187979106 41.8307585433229)",50036,0,"c,h"
"POINT (12.4582908020313 41.8300755358547)",50052,0,"c,h"
"POINT (12.4586098242084 41.828689522286)",50053,0,"c,h"
"POINT (12.4600639156698 41.823646474165)",50061,0,"c,h"
"POINT (12.458614871146 41.8224874555887)",50062,0,"c,h"
"POINT (12.4585938086234 41.8306785436219)",50112,0,"c,h"
"POINT (12.4584127999637 41.8309445457211)",50118,0,"c,h"
"POINT (12.4584537712087 41.8349575890878)",50146,0,"c,h"
"POINT (12.4585518053904 41.8309025458554)",50161,0,"c,h"
"POINT (12.4585228023713 41.8311615485204)",50162,0,"c,h"
"POINT (12.4596478290567 41.8331075742099)",50163,0,"c,h"
"POINT (12.4600338373364 41.8338915842768)",50164,0,"c,h"
"POINT (12.4585167730875 41.835015589978)",50171,0,"c,h"
"POINT (12.4585357740349 41.8349825897029)",50187,0,"c,h"
"POINT (12.4584598034032 41.8307175434764)",50191,0,"c,h"
"POINT (12.4586287474813 41.838956632882)",50205,0,"c,h"
"POINT (12.4591457943505 41.8352625952901)",50209,0,"c,h"
"POINT (12.4588228089362 41.8317535561571)",50214,0,"c,h"
"POINT (12.4591117946011 41.8350635930044)",50220,0,"c,h"
"POINT (12.4586868106549 41.8308625459943)",50228,0,"c,h"
"POINT (12.4592088442301 41.8289545276639)",50247,0,"c,h"
"POINT (12.4587108760237 41.8223084540684)",50250,0,"c,h"
"POINT (12.458746877068 41.8223454546181)",50251,0,"c,h"
"POINT (12.4593077749213 41.8386286322142)",50257,0,"c,h"
"POINT (12.4586588077103 41.8311165486098)",50266,0,"c,h"
"POINT (12.4587918129391 41.8310715486864)",50273,0,"c,h"
"POINT (12.4588788829975 41.8222024536369)",50280,0,"c,h"
"POINT (12.4590968195823 41.8316775564948)",50304,0,"c,h"
"POINT (12.4589588142225 41.8317155563217)",50317,0,"c,h"
"POINT (12.4590978149442 41.8322975631719)",50318,0,"c,h"
"POINT (12.4598209894428 41.8126703551299)",50325,0,"c,h"
"POINT (12.4592359803307 41.8110263349959)",50326,0,"c,h"
"POINT (12.4593107758613 41.8385186310424)",50329,0,"c,h"
"POINT (12.459377905393 41.8216644499552)",50336,0,"c,h"
"POINT (12.4606230114492 41.8136613691623)",50349,0,"c,h"
"POINT (12.4594988630325 41.8278745172662)",50368,0,"c,h"
"POINT (12.4599628885843 41.8267475070976)",50369,0,"c,h"
"POINT (12.4602368599693 41.8318795634767)",50388,0,"c,h"
"POINT (12.4593718255678 41.8322245635418)",50389,0,"c,h"
"POINT (12.4592308200976 41.8322625633561)",50392,0,"c,h"
"POINT (12.459232817894 41.832564566615)",50393,0,"c,h"
"POINT (12.459186797434 41.8350535932131)",50397,0,"c,h"
"POINT (12.4592077965998 41.8352665955947)",50405,0,"c,h"
"POINT (12.459367799941 41.8356035998975)",50406,0,"c,h"
"POINT (12.4595998132291 41.8349725940831)",50417,0,"c,h"
"POINT (12.4603848394964 41.835316601097)",50428,0,"c,h"
"POINT (12.4600528724368 41.8293285352477)",50429,0,"c,h"
"POINT (12.4596308287786 41.8330615736431)",50434,0,"c,h"
"POINT (12.4593598229023 41.8325195666663)",50435,0,"c,h"
"POINT (12.4593267770982 41.8384326301838)",50443,0,"c,h"
"POINT (12.4605028181361 41.8387246382881)",50449,0,"c,h"
"POINT (12.4605658207844 41.83868063808)",50452,0,"c,h"
"POINT (12.4613868473447 41.8391616467219)",50459,0,"c,h"
"POINT (12.4594958282641 41.8324715667233)",50471,0,"c,h"
"POINT (12.4589847846906 41.8357585999508)",50474,0,"c,h"
"POINT (12.4596818115158 41.8355996011788)",50475,0,"c,h"
"POINT (12.4604219522726 41.8205354422163)",50478,0,"c,h"
"POINT (12.461083131157 41.800009224443)",50498,0,"c,h"
"POINT (12.4611218362133 41.8393456475858)",50503,0,"c,h"
"POINT (12.4596528664847 41.8281675210683)",50507,0,"c,h"
"POINT (12.460353841795 41.8348605960573)",50533,0,"c,h"
"POINT (12.4597988322933 41.8334145781512)",50545,0,"c,h"
"POINT (12.4601958786434 41.8292025344949)",50548,0,"c,h"
"POINT (12.461005016523 41.8148513835637)",50552,0,"c,h"
"POINT (12.4608978746879 41.8331505799443)",50575,0,"c,h"
"POINT (12.460738012519 41.8140803741507)",50592,0,"c,h"
"POINT (12.4618368652633 41.8389796466596)",50618,0,"c,h"
"POINT (12.4605939109276 41.8268605109742)",50632,0,"c,h"
"POINT (12.4613728820715 41.8344875963391)",50652,0,"c,h"
"POINT (12.4603258815604 41.829449537701)",50656,0,"c,h"
"POINT (12.460427936721 41.8226284647506)",50663,0,"c,h"
"POINT (12.4615999640949 41.8247124921081)",50664,0,"c,h"
"POINT (12.4613959043721 41.8316415658026)",50693,0,"c,h"
"POINT (12.4607889062167 41.8284365287532)",50721,0,"c,h"
"POINT (12.4604538843587 41.8297025409633)",50722,0,"c,h"
"POINT (12.4628129205934 41.8364006230056)",50727,0,"c,h"
"POINT (12.4626969168335 41.8363336217952)",50734,0,"c,h"
"POINT (12.4618930184899 41.8189224310736)",50742,0,"c,h"
"POINT (12.4623280023978 41.8231804786985)",50745,0,"c,h"
"POINT (12.4631980527576 41.820740456124)",50746,0,"c,h"
"POINT (12.4605738869835 41.8299395440197)",50752,0,"c,h"
"POINT (12.4612538412479 41.839321647884)",50766,0,"c,h"
"POINT (12.4612768425912 41.8392556472703)",50778,0,"c,h"
"POINT (12.4608718934759 41.8305315516471)",50785,0,"c,h"
"POINT (12.4605789058914 41.8274555173125)",50788,0,"c,h"
"POINT (12.4605949100372 41.8269835123017)",50789,0,"c,h"
"POINT (12.4607379167485 41.8267905108283)",50796,0,"c,h"
"POINT (12.4606629133283 41.8268785114588)",50797,0,"c,h"
"POINT (12.4606368221356 41.8388476401777)",50810,0,"c,h"
"POINT (12.4607889175002 41.8269395126464)",50814,0,"c,h"
"POINT (12.4608849308044 41.8256424990977)",50829,0,"c,h"
"POINT (12.4607379291692 41.8251424930991)",50830,0,"c,h"
"POINT (12.4607819318342 41.8250034917894)",50831,0,"c,h"
"POINT (12.4609349382946 41.8248924912405)",50840,0,"c,h"
"POINT (12.4609059361962 41.825029492592)",50841,0,"c,h"
"POINT (12.4609400190307 41.8142013763029)",50842,0,"c,h"
"POINT (12.4612560245494 41.815010386331)",50843,0,"c,h"
"POINT (12.4616469464094 41.827288520019)",50844,0,"c,h"
"POINT (12.4649080644374 41.8275335364019)",50845,0,"c,h"
"POINT (12.4608509332852 41.8251474936294)",50859,0,"c,h"
"POINT (12.4617859087068 41.8329685817297)",50871,0,"c,h"
"POINT (12.4610170207832 41.8143443781646)",50894,0,"c,h"
"POINT (12.4615430411752 41.8142033788665)",50895,0,"c,h"
"POINT (12.4615320326659 41.8152793903861)",50907,0,"c,h"
"POINT (12.4616480308424 41.8160873995609)",50908,0,"c,h"
"POINT (12.4763237048169 41.7981762689468)",50912,0,"c,h"
"POINT (12.4619510400042 41.8163494036549)",50939,0,"c,h"
"POINT (12.4679570589751 41.8431357172198)",50963,0,"c,h"
"POINT (12.4613048434021 41.8392846477006)",50971,0,"c,h"
"POINT (12.4756756815749 41.7981012654147)",50973,0,"c,h"
"POINT (12.4674460396713 41.8432037157989)",50977,0,"c,h"
"POINT (12.4613378451886 41.8392086470214)",50983,0,"c,h"
"POINT (12.4626759268111 41.8349076063546)",50989,0,"c,h"
"POINT (12.4617408581895 41.8394496513161)",50991,0,"c,h"
"POINT (12.4619409257272 41.8314665662172)",50993,0,"c,h"
"POINT (12.4625240772559 41.8141993829589)",51035,0,"c,h"
"POINT (12.4617450373299 41.8156993957989)",51036,0,"c,h"
"POINT (12.4653481951142 41.812329374762)",51050,0,"c,h"
"POINT (12.4618119717368 41.824732493217)",51065,0,"c,h"
"POINT (12.4628599961833 41.8266005177309)",51080,0,"c,h"
"POINT (12.4616240292297 41.8161844005025)",51082,0,"c,h"
"POINT (12.4622080435285 41.8171354131883)",51089,0,"c,h"
"POINT (12.4629258958431 41.8402346647666)",51107,0,"c,h"
"POINT (12.4623910514969 41.8169704121858)",51108,0,"c,h"
"POINT (12.4627079446312 41.8326995827217)",51121,0,"c,h"
"POINT (12.4626019300004 41.8341235976028)",51122,0,"c,h"
"POINT (12.4655071998805 41.8124723769689)",51128,0,"c,h"
"POINT (12.463095017631 41.8249005004331)",51130,0,"c,h"
"POINT (12.4632639095307 41.8400676643932)",51134,0,"c,h"
"POINT (12.4620530252517 41.8188054304901)",51153,0,"c,h"
"POINT (12.4625969512081 41.831285567035)",51165,0,"c,h"
