WKT,id,centroid,modes
"POINT (12.4685973129275 41.8125393907072)",53398,0,"c,h"
"POINT (12.4684670959057 41.8407236933889)",53399,0,"c,h"
"POINT (12.4705713281767 41.820152480867)",53418,0,"c,h"
"POINT (12.4686451227948 41.8380236650622)",53422,0,"c,h"
"POINT (12.4687033161455 41.812629392121)",53434,0,"c,h"
"POINT (12.469616329468 41.8153174248594)",53441,0,"c,h"
"POINT (12.4750454951239 41.8198194961248)",53445,0,"c,h"
"POINT (12.4705973299528 41.8200434798044)",53446,0,"c,h"
"POINT (12.4685421450594 41.8345656273971)",53447,0,"c,h"
"POINT (12.4686552233692 41.824719521917)",53448,0,"c,h"
"POINT (12.4681812931771 41.8131323953283)",53465,0,"c,h"
"POINT (12.4688081089497 41.8406566941042)",53467,0,"c,h"
"POINT (12.4682090780163 41.841838704311)",53468,0,"c,h"
"POINT (12.4694042917879 41.8192884666606)",53474,0,"c,h"
"POINT (12.4688802890744 41.81709044082)",53476,0,"c,h"
"POINT (12.4698451346727 41.8423037162132)",53482,0,"c,h"
"POINT (12.4687411441948 41.8356516399271)",53485,0,"c,h"
"POINT (12.4688032887812 41.8167534368725)",53486,0,"c,h"
"POINT (12.4683411742702 41.8297065742512)",53530,0,"c,h"
"POINT (12.4685191817779 41.8295785736237)",53531,0,"c,h"
"POINT (12.4704273181797 41.8207774869818)",53546,0,"c,h"
"POINT (12.468907289043 41.817226442396)",53548,0,"c,h"
"POINT (12.4687101838212 41.8302395815418)",53549,0,"c,h"
"POINT (12.4691331744716 41.833545618907)",53558,0,"c,h"
"POINT (12.4689041685757 41.8332106143361)",53590,0,"c,h"
"POINT (12.469558200973 41.8321016051544)",53591,0,"c,h"
"POINT (12.4692601730848 41.8343496280969)",53625,0,"c,h"
"POINT (12.4690271953771 41.8302525830172)",53634,0,"c,h"
"POINT (12.4690122013252 41.8293895736669)",53635,0,"c,h"
"POINT (12.4691713369635 41.8121483889227)",53646,0,"c,h"
"POINT (12.4686832239542 41.8247785226697)",53662,0,"c,h"
"POINT (12.4691562349031 41.8256335338602)",53677,0,"c,h"
"POINT (12.4700772783952 41.8243535239701)",53678,0,"c,h"
"POINT (12.4692563394399 41.812234390205)",53688,0,"c,h"
"POINT (12.4696803796108 41.8089663568726)",53697,0,"c,h"
"POINT (12.4688891499603 41.8356086400878)",53710,0,"c,h"
"POINT (12.4687843186104 41.812697393193)",53727,0,"c,h"
"POINT (12.468953221944 41.8263635408587)",53730,0,"c,h"
"POINT (12.4698803305229 41.8164664383236)",53737,0,"c,h"
"POINT (12.4700561574399 41.8403116956468)",53738,0,"c,h"
"POINT (12.4690692963517 41.8170464411431)",53769,0,"c,h"
"POINT (12.4701241981099 41.8352446413721)",53772,0,"c,h"
"POINT (12.4689561514143 41.8357426418128)",53773,0,"c,h"
"POINT (12.4691072967096 41.8171844427869)",53784,0,"c,h"
"POINT (12.4702612728041 41.8259945423988)",53805,0,"c,h"
"POINT (12.4691752088613 41.8291845721475)",53806,0,"c,h"
"POINT (12.4690691550116 41.8358166430855)",53807,0,"c,h"
"POINT (12.4692842006981 41.8308005899976)",53818,0,"c,h"
"POINT (12.468951317229 41.8136964046339)",53853,0,"c,h"
"POINT (12.4689753187808 41.8136074037783)",53854,0,"c,h"
"POINT (12.4693701612876 41.8364526512013)",53858,0,"c,h"
"POINT (12.4700523341724 41.8168214428646)",53859,0,"c,h"
"POINT (12.4694833391502 41.8133814034889)",53868,0,"c,h"
"POINT (12.4691421977898 41.8304935860954)",53869,0,"c,h"
"POINT (12.4701273360859 41.8169334443846)",53871,0,"c,h"
"POINT (12.4692152089009 41.8293745743607)",53875,0,"c,h"
"POINT (12.46926620393 41.8302835843578)",53876,0,"c,h"
"POINT (12.4695021825397 41.8342756283199)",53883,0,"c,h"
"POINT (12.4704642240998 41.8334536235239)",53884,0,"c,h"
"POINT (12.4701392808097 41.8243355240377)",53904,0,"c,h"
"POINT (12.4700462666023 41.8257685390617)",53905,0,"c,h"
"POINT (12.4699433692984 41.8116213865105)",53913,0,"c,h"
"POINT (12.4750135295053 41.815092445166)",53933,0,"c,h"
"POINT (12.4711962861769 41.8287835763457)",53942,0,"c,h"
"POINT (12.469585216772 41.8301355841089)",53943,0,"c,h"
"POINT (12.4692461562764 41.8365126513249)",53947,0,"c,h"
"POINT (12.4696481661004 41.8371706601033)",53948,0,"c,h"
"POINT (12.4700093711443 41.811698387616)",53953,0,"c,h"
"POINT (12.4693521750437 41.8345386305192)",53957,0,"c,h"
"POINT (12.4730492222354 41.8463207729866)",53958,0,"c,h"
"POINT (12.4693922075605 41.8304165863199)",53973,0,"c,h"
"POINT (12.4694702114297 41.8302835852172)",53974,0,"c,h"
"POINT (12.4699052145286 41.8319956054753)",53980,0,"c,h"
"POINT (12.4695112094802 41.8307425903297)",53981,0,"c,h"
"POINT (12.4693263414704 41.8123063912737)",53982,0,"c,h"
"POINT (12.4693334289007 41.8007192668261)",53986,0,"c,h"
"POINT (12.4684623932983 41.8011982683015)",53987,0,"c,h"
"POINT (12.469888193086 41.8347596351565)",53999,0,"c,h"
"POINT (12.4697371697495 41.8371206599399)",54006,0,"c,h"
"POINT (12.4703883323192 41.8187084645686)",54018,0,"c,h"
"POINT (12.4701704594403 41.8007472706515)",54025,0,"c,h"
"POINT (12.4701363908519 41.8096993666692)",54027,0,"c,h"
"POINT (12.4705582261098 41.8336456259867)",54059,0,"c,h"
"POINT (12.4700482786542 41.8241775219547)",54061,0,"c,h"
"POINT (12.4714053391182 41.8227715125466)",54062,0,"c,h"
"POINT (12.4698282218798 41.8306435905997)",54074,0,"c,h"
"POINT (12.4701452238567 41.8319286057652)",54075,0,"c,h"
"POINT (12.4696173537143 41.8121003902854)",54077,0,"c,h"
"POINT (12.470448224227 41.8333586224339)",54094,0,"c,h"
"POINT (12.4695163485428 41.812294391945)",54104,0,"c,h"
"POINT (12.46969735618 41.8121633912994)",54105,0,"c,h"
"POINT (12.4714423910519 41.8160514404405)",54118,0,"c,h"
"POINT (12.4705603921748 41.8115943888188)",54127,0,"c,h"
"POINT (12.4698021707685 41.8373026621734)",54133,0,"c,h"
"POINT (12.4709582176796 41.8367176607445)",54183,0,"c,h"
"POINT (12.4698351716052 41.8373526628509)",54217,0,"c,h"
"POINT (12.4707682003216 41.8380946747712)",54228,0,"c,h"
"POINT (12.4710922206709 41.8369746640761)",54229,0,"c,h"
"POINT (12.471791210512 41.8417357182931)",54233,0,"c,h"
"POINT (12.4703741526489 41.8424997205532)",54234,0,"c,h"
"POINT (12.470458235989 41.8318456061903)",54244,0,"c,h"
"POINT (12.4718643012929 41.8300375926539)",54245,0,"c,h"
"POINT (12.4699124481567 41.8009872721423)",54267,0,"c,h"
"POINT (12.4694594280767 41.8014442751422)",54268,0,"c,h"
"POINT (12.4699533320768 41.8166164402436)",54281,0,"c,h"
"POINT (12.4705893548715 41.8166934437501)",54282,0,"c,h"
"POINT (12.4705092285031 41.8330886197845)",54283,0,"c,h"
"POINT (12.470911409136 41.8110543844938)",54303,0,"c,h"
"POINT (12.4713873314338 41.8237045225065)",54312,0,"c,h"
"POINT (12.4703273447533 41.8167584433455)",54315,0,"c,h"
"POINT (12.4727992640283 41.8395516990164)",54318,0,"c,h"
"POINT (12.4700713728809 41.8117703886509)",54324,0,"c,h"
"POINT (12.4712642420806 41.8349716432352)",54345,0,"c,h"
"POINT (12.4703783457772 41.8168714447752)",54347,0,"c,h"
"POINT (12.4714833331033 41.8239515255677)",54351,0,"c,h"
"POINT (12.470149401396 41.8083613523473)",54355,0,"c,h"
"POINT (12.4709134227137 41.8092593652134)",54356,0,"c,h"
"POINT (12.4703754005069 41.8095833664292)",54364,0,"c,h"
"POINT (12.4707164767546 41.8011122768702)",54365,0,"c,h"
"POINT (12.4706892353393 41.8330596202306)",54368,0,"c,h"
"POINT (12.4706084073459 41.8098123698712)",54372,0,"c,h"
"POINT (12.4706183550417 41.8168124451516)",54405,0,"c,h"
"POINT (12.470987357503 41.8182874625645)",54406,0,"c,h"
"POINT (12.4712593116206 41.8257115435578)",54409,0,"c,h"
"POINT (12.473760285712 41.8413647225902)",54435,0,"c,h"
"POINT (12.4720522182868 41.8419777219992)",54451,0,"c,h"
"POINT (12.4738282877682 41.8414237235121)",54455,0,"c,h"
"POINT (12.4706354087819 41.8097533693509)",54457,0,"c,h"
"POINT (12.4706304061832 41.8100743727792)",54458,0,"c,h"
"POINT (12.4710333300437 41.8221605044081)",54468,0,"c,h"
"POINT (12.4710192461013 41.8332416235797)",54495,0,"c,h"
"POINT (12.4716272817452 41.8314766071428)",54496,0,"c,h"
"POINT (12.4711694214456 41.8106783815396)",54531,0,"c,h"
"POINT (12.4706622288263 41.8337926280072)",54536,0,"c,h"
"POINT (12.4786516229782 41.8204425180019)",54537,0,"c,h"
"POINT (12.4709024211058 41.8094193668863)",54538,0,"c,h"
"POINT (12.4716703961279 41.8164904461202)",54552,0,"c,h"
"POINT (12.4786586241906 41.8203155166655)",54555,0,"c,h"
"POINT (12.4717393976479 41.8166254478621)",54559,0,"c,h"
"POINT (12.4710234244838 41.8095613689217)",54596,0,"c,h"
"POINT (12.4709122372723 41.833891630126)",54603,0,"c,h"
"POINT (12.4707464753149 41.8014502806262)",54617,0,"c,h"
"POINT (12.4715215073974 41.8009702787348)",54632,0,"c,h"
"POINT (12.4694894251849 41.8019752809709)",54633,0,"c,h"
"POINT (12.4710012083316 41.8381686765496)",54645,0,"c,h"
"POINT (12.4710474125913 41.8112593872695)",54655,0,"c,h"
"POINT (12.4708843968356 41.812557400533)",54695,0,"c,h"
"POINT (12.4714044118068 41.8131074086342)",54696,0,"c,h"
"POINT (12.4710844141391 41.8112343871567)",54699,0,"c,h"
"POINT (12.4711034132197 41.8114493895472)",54708,0,"c,h"
"POINT (12.4710044252978 41.8093603666819)",54713,0,"c,h"
"POINT (12.4712924213688 41.8112893886236)",54732,0,"c,h"
"POINT (12.4711954203622 41.8109493845613)",54733,0,"c,h"
"POINT (12.471436248751 41.8349256434645)",54736,0,"c,h"
"POINT (12.4711182452076 41.833843630477)",54737,0,"c,h"
"POINT (12.4711814160259 41.8114573899617)",54738,0,"c,h"
"POINT (12.4720062586005 41.8364006617457)",54743,0,"c,h"
"POINT (12.4716104312565 41.8115283925312)",54756,0,"c,h"
"POINT (12.4713044214561 41.8113363891792)",54757,0,"c,h"
"POINT (12.4729634402926 41.8169364563597)",54760,0,"c,h"
"POINT (12.4724202550779 41.8388896902909)",54765,0,"c,h"
"POINT (12.471425428137 41.811039386497)",54779,0,"c,h"
"POINT (12.4712463366234 41.8223265070907)",54783,0,"c,h"
"POINT (12.4711132481566 41.8334276259778)",54789,0,"c,h"
"POINT (12.4711924205228 41.8109133841618)",54802,0,"c,h"
"POINT (12.4712214340916 41.8092513664244)",54803,0,"c,h"
"POINT (12.4711254286382 41.809507368771)",54810,0,"c,h"
"POINT (12.4713314332288 41.8099033738936)",54811,0,"c,h"
"POINT (12.4721522617094 41.8367006655908)",54812,0,"c,h"
"POINT (12.4713534272441 41.8108063836899)",54817,0,"c,h"
"POINT (12.4712294229583 41.8107703827809)",54818,0,"c,h"
"POINT (12.4714784302501 41.8110173864838)",54823,0,"c,h"
"POINT (12.472392298305 41.8330126268977)",54837,0,"c,h"
"POINT (12.4711852489964 41.8336676288646)",54838,0,"c,h"
"POINT (12.4716062553704 41.8348766436531)",54839,0,"c,h"
"POINT (12.4718614460094 41.8107933856893)",54851,0,"c,h"
"POINT (12.4713544378278 41.8094043686285)",54852,0,"c,h"
"POINT (12.4720403190561 41.8285375772533)",54854,0,"c,h"
"POINT (12.4717612613781 41.8348356438645)",54858,0,"c,h"
"POINT (12.4714764315458 41.8108353845195)",54859,0,"c,h"
"POINT (12.4712043984302 41.8139084164016)",54863,0,"c,h"
"POINT (12.4712484297802 41.8099563741136)",54875,0,"c,h"
"POINT (12.4711374252199 41.810020374334)",54876,0,"c,h"
"POINT (12.4720303416032 41.8254935444595)",54882,0,"c,h"
"POINT (12.4715353181679 41.8261895498627)",54883,0,"c,h"
"POINT (12.4713094010248 41.8140764186495)",54889,0,"c,h"
"POINT (12.4715504124698 41.8137324159668)",54890,0,"c,h"
"POINT (12.4714372457678 41.8353266477859)",54898,0,"c,h"
"POINT (12.4712804364853 41.8092213663505)",54899,0,"c,h"
"POINT (12.4713073381881 41.8224165083156)",54902,0,"c,h"
"POINT (12.4712613357296 41.8225185092189)",54903,0,"c,h"
"POINT (12.4713294524879 41.8073333462716)",54912,0,"c,h"
"POINT (12.4722124775922 41.8083093604757)",54913,0,"c,h"
"POINT (12.4714454363723 41.8100423758673)",54914,0,"c,h"
"POINT (12.4713373397876 41.822350507732)",54917,0,"c,h"
"POINT (12.4722594761451 41.8087313652078)",54921,0,"c,h"
"POINT (12.4716904163808 41.8138964183191)",54928,0,"c,h"
"POINT (12.4716443415354 41.823617522653)",54935,0,"c,h"
"POINT (12.4722014588419 41.8107483866373)",54939,0,"c,h"
"POINT (12.471847424528 41.8135804155836)",54946,0,"c,h"
"POINT (12.4711894029427 41.8132354091046)",54947,0,"c,h"
"POINT (12.4717943538984 41.8227075134965)",54948,0,"c,h"
"POINT (12.4714803408137 41.8229125143791)",54949,0,"c,h"
"POINT (12.4714194404345 41.8093753685906)",54950,0,"c,h"
"POINT (12.4735434669579 41.8162254511577)",54962,0,"c,h"
"POINT (12.4719524505344 41.8106363843853)",54963,0,"c,h"
"POINT (12.4723924796257 41.808918367777)",54968,0,"c,h"
"POINT (12.471873258259 41.8357966546824)",54971,0,"c,h"
"POINT (12.4717222523907 41.8358386544986)",54976,0,"c,h"
"POINT (12.471736342945 41.8238795258587)",54980,0,"c,h"
"POINT (12.4715183449728 41.8225455105917)",54998,0,"c,h"
"POINT (12.473195568846 41.8009772858575)",55002,0,"c,h"
"POINT (12.4715763477069 41.8224655099755)",55030,0,"c,h"
"POINT (12.4727294782068 41.8107533889142)",55037,0,"c,h"
"POINT (12.4729284853691 41.8107733899669)",55038,0,"c,h"
"POINT (12.4721943038103 41.8313146077872)",55055,0,"c,h"
"POINT (12.472011290321 41.8322126166819)",55056,0,"c,h"
"POINT (12.4720812662757 41.835747655031)",55068,0,"c,h"
"POINT (12.4729744420662 41.8167544544493)",55084,0,"c,h"
"POINT (12.4716803502199 41.822639512285)",55088,0,"c,h"
"POINT (12.4719263395115 41.8252635415472)",55116,0,"c,h"
"POINT (12.4718512550477 41.8361156580243)",55119,0,"c,h"
"POINT (12.4720254299033 41.8137354179992)",55125,0,"c,h"
"POINT (12.4719884250526 41.8141994228309)",55126,0,"c,h"
"POINT (12.4726212428186 41.8414987192364)",55137,0,"c,h"
"POINT (12.4719273589903 41.8226805137662)",55138,0,"c,h"
"POINT (12.4732603198275 41.8343926454086)",55139,0,"c,h"
"POINT (12.4719472655509 41.8351896484591)",55140,0,"c,h"
"POINT (12.4718413562281 41.822627512834)",55163,0,"c,h"
"POINT (12.4718543576092 41.822507511598)",55164,0,"c,h"
"POINT (12.4719192585947 41.8359766568142)",55166,0,"c,h"
"POINT (12.4727043340184 41.8297925935549)",55176,0,"c,h"
"POINT (12.4719552601217 41.8359496566751)",55181,0,"c,h"
"POINT (12.4721304359663 41.813442415292)",55195,0,"c,h"
"POINT (12.4721133469952 41.8251825414633)",55198,0,"c,h"
"POINT (12.4719823602593 41.8227805150734)",55199,0,"c,h"
"POINT (12.4723973772521 41.8225495143364)",55200,0,"c,h"
"POINT (12.4719414353252 41.8126044054892)",55201,0,"c,h"
"POINT (12.4728464650322 41.8130764143728)",55202,0,"c,h"
"POINT (12.4721692683892 41.8358966570058)",55211,0,"c,h"
"POINT (12.4723322688775 41.8366276655629)",55212,0,"c,h"
"POINT (12.4719663594304 41.8228125153502)",55214,0,"c,h"
"POINT (12.4722843707579 41.8228605172057)",55217,0,"c,h"
"POINT (12.4722154343353 41.8140744224431)",55221,0,"c,h"
"POINT (12.4724604388099 41.8146764299458)",55222,0,"c,h"
"POINT (12.4722172715397 41.835712655227)",55223,0,"c,h"
"POINT (12.4721762707627 41.8356156540099)",55224,0,"c,h"
"POINT (12.4722943518647 41.8254195447752)",55248,0,"c,h"
"POINT (12.4736753827447 41.8280615790165)",55251,0,"c,h"
"POINT (12.4721632222707 41.8419907226067)",55254,0,"c,h"
"POINT (12.4722594393528 41.8136224177699)",55266,0,"c,h"
"POINT (12.4720933638351 41.8228475162615)",55267,0,"c,h"
"POINT (12.4723193552902 41.8250865412981)",55275,0,"c,h"
"POINT (12.472140268814 41.8356986547519)",55278,0,"c,h"
"POINT (12.4724174957674 41.8068943461362)",55280,0,"c,h"
"POINT (12.4734885256598 41.8081523641609)",55281,0,"c,h"
"POINT (12.4738732806416 41.8425897362612)",55296,0,"c,h"
"POINT (12.4725562376189 41.8418717229803)",55297,0,"c,h"
"POINT (12.4722992734778 41.8358556571119)",55301,0,"c,h"
"POINT (12.4725042759021 41.836534665286)",55302,0,"c,h"
"POINT (12.4722962650762 41.8369566689537)",55308,0,"c,h"
"POINT (12.4722024389057 41.813403415176)",55310,0,"c,h"
"POINT (12.4725693117996 41.8320846176542)",55313,0,"c,h"
"POINT (12.4722963077786 41.8312856079047)",55314,0,"c,h"
"POINT (12.4724914855501 41.8086143649275)",55327,0,"c,h"
"POINT (12.4719154655055 41.8084653609013)",55328,0,"c,h"
"POINT (12.472534361274 41.8253415449468)",55355,0,"c,h"
"POINT (12.4729113656636 41.8265995600687)",55356,0,"c,h"
"POINT (12.4723164416055 41.8136014177842)",55357,0,"c,h"
"POINT (12.4726703157387 41.8320546177567)",55358,0,"c,h"
"POINT (12.473335348205 41.8309896090945)",55359,0,"c,h"
"POINT (12.4724162763112 41.8360506597042)",55365,0,"c,h"
"POINT (12.4723003711052 41.8228925176172)",55368,0,"c,h"
"POINT (12.4724243755577 41.82290651829)",55369,0,"c,h"
"POINT (12.4733974067847 41.8235095288733)",55373,0,"c,h"
"POINT (12.4724652689707 41.8372646729819)",55376,0,"c,h"
"POINT (12.473019469968 41.8132654171326)",55382,0,"c,h"
"POINT (12.4726282753255 41.8372166731516)",55386,0,"c,h"
"POINT (12.4726563038549 41.8335646339515)",55396,0,"c,h"
"POINT (12.4726173071118 41.832941627081)",55397,0,"c,h"
"POINT (12.4733394145185 41.8221985145278)",55398,0,"c,h"
"POINT (12.4723984593411 41.8116443970959)",55399,0,"c,h"
"POINT (12.4723144562016 41.8116513968174)",55400,0,"c,h"
"POINT (12.4723864597427 41.8115323958417)",55401,0,"c,h"
"POINT (12.4732024952649 41.8107963913677)",55405,0,"c,h"
"POINT (12.4726834878517 41.8092463725266)",55413,0,"c,h"
"POINT (12.4726354894124 41.8088043675752)",55414,0,"c,h"
"POINT (12.4724324076243 41.8186844729185)",55416,0,"c,h"
"POINT (12.473525450407 41.8183374737894)",55417,0,"c,h"
"POINT (12.4724652772845 41.8361606610949)",55422,0,"c,h"
"POINT (12.4738113305092 41.8356646614232)",55423,0,"c,h"
"POINT (12.4728682779449 41.8380406830352)",55436,0,"c,h"
"POINT (12.4725342789103 41.8362816626883)",55447,0,"c,h"
"POINT (12.4727012079153 41.8465227736973)",55455,0,"c,h"
"POINT (12.4726282786691 41.8367726683708)",55468,0,"c,h"
"POINT (12.4727522835071 41.8367356684947)",55469,0,"c,h"
"POINT (12.4740784214923 41.8248815464996)",55471,0,"c,h"
"POINT (12.4732562646705 41.8416977240544)",55477,0,"c,h"
"POINT (12.4726724928704 41.8085253647332)",55479,0,"c,h"
"POINT (12.4739123326342 41.8358756641203)",55481,0,"c,h"
"POINT (12.4726092806212 41.8364206645008)",55482,0,"c,h"
"POINT (12.472853317859 41.8326666251148)",55483,0,"c,h"
"POINT (12.4730043210992 41.8329736290553)",55496,0,"c,h"
"POINT (12.4735942810763 41.8411697197908)",55497,0,"c,h"
"POINT (12.4733895020313 41.8108103923054)",55501,0,"c,h"
"POINT (12.4726602817208 41.8365236658246)",55504,0,"c,h"
"POINT (12.4739873343 41.8360206659973)",55505,0,"c,h"
"POINT (12.4732072881808 41.8383366876503)",55516,0,"c,h"
"POINT (12.4729533217539 41.8326376252237)",55520,0,"c,h"
"POINT (12.4727612811421 41.8370936723873)",55521,0,"c,h"
"POINT (12.4728374975645 41.8087073673834)",55522,0,"c,h"
"POINT (12.4730425026305 41.8090353717709)",55526,0,"c,h"
"POINT (12.4727164887785 41.8092843730739)",55527,0,"c,h"
"POINT (12.4738473279177 41.8361846671735)",55530,0,"c,h"
"POINT (12.4731332227935 41.8466567769608)",55533,0,"c,h"
"POINT (12.4730222180709 41.8467417774092)",55534,0,"c,h"
"POINT (12.4743323974289 41.82931959532)",55537,0,"c,h"
"POINT (12.4733535067405 41.8100083835354)",55540,0,"c,h"
"POINT (12.4727224949183 41.8084973646429)",55549,0,"c,h"
"POINT (12.4727892843479 41.8368046693935)",55565,0,"c,h"
"POINT (12.4735622936963 41.8393376999252)",55570,0,"c,h"
"POINT (12.4728874995598 41.8086863673683)",55579,0,"c,h"
"POINT (12.4728892861874 41.8370486724419)",55580,0,"c,h"
"POINT (12.4732662922705 41.8380816851529)",55585,0,"c,h"
"POINT (12.4736185101983 41.8108433936241)",55593,0,"c,h"
"POINT (12.4732064794504 41.8129184141903)",55610,0,"c,h"
"POINT (12.4731302840467 41.838509689189)",55621,0,"c,h"
"POINT (12.4729703669819 41.8267125615329)",55622,0,"c,h"
"POINT (12.4733583830439 41.8264735605953)",55623,0,"c,h"
"POINT (12.4738065366755 41.8082413664559)",55627,0,"c,h"
"POINT (12.4729524224097 41.819259481291)",55641,0,"c,h"
"POINT (12.4756344261705 41.8318606281492)",55642,0,"c,h"
"POINT (12.473600461823 41.8171864617296)",55643,0,"c,h"
"POINT (12.4730453686551 41.8268565633981)",55647,0,"c,h"
"POINT (12.47343038481 41.8265905621573)",55648,0,"c,h"
"POINT (12.4734392979992 41.838165686786)",55649,0,"c,h"
"POINT (12.4729724813672 41.81152039818)",55650,0,"c,h"
"POINT (12.4731014861528 41.8115143986586)",55651,0,"c,h"
"POINT (12.4736694652317 41.8170704607729)",55653,0,"c,h"
"POINT (12.4751645649269 41.8111204031089)",55654,0,"c,h"
"POINT (12.4733903295839 41.8337316388403)",55664,0,"c,h"
"POINT (12.4730993247952 41.8329466291647)",55665,0,"c,h"
"POINT (12.4732482253655 41.8468767798157)",55676,0,"c,h"
"POINT (12.4732913741606 41.827326569491)",55687,0,"c,h"
"POINT (12.4735143868667 41.826727563985)",55688,0,"c,h"
"POINT (12.4732072259368 41.8466007766691)",55694,0,"c,h"
"POINT (12.4733934850212 41.8130914168371)",55695,0,"c,h"
"POINT (12.473481333133 41.8337046389329)",55715,0,"c,h"
"POINT (12.4758074301525 41.8321766322788)",55716,0,"c,h"
"POINT (12.4732372261814 41.8467147780238)",55733,0,"c,h"
"POINT (12.4732202859177 41.8387006916249)",55738,0,"c,h"
"POINT (12.4733652918142 41.8386256914279)",55753,0,"c,h"
"POINT (12.4735555861543 41.800434281542)",55758,0,"c,h"
"POINT (12.4734444889865 41.8128134140638)",55771,0,"c,h"
"POINT (12.4734082317621 41.8468087797569)",55774,0,"c,h"
"POINT (12.4733462282163 41.846976781306)",55778,0,"c,h"
"POINT (12.4741763008589 41.8413847245575)",55779,0,"c,h"
"POINT (12.4740922918355 41.8421727326916)",55780,0,"c,h"
"POINT (12.4734963247776 41.8348876517314)",55783,0,"c,h"
"POINT (12.4734982974652 41.8385246909004)",55803,0,"c,h"
"POINT (12.4749584114183 41.8305186108592)",55813,0,"c,h"
"POINT (12.4749354763952 41.8217715166547)",55815,0,"c,h"
"POINT (12.4738854035304 41.826325561222)",55828,0,"c,h"
"POINT (12.4735744923272 41.813004416664)",55854,0,"c,h"
"POINT (12.4735934906409 41.8133214201512)",55855,0,"c,h"
"POINT (12.4744044410308 41.8238775370717)",55857,0,"c,h"
"POINT (12.4735142347189 41.8469337815503)",55859,0,"c,h"
"POINT (12.4734522937556 41.8387926935927)",55860,0,"c,h"
"POINT (12.4739594053099 41.8264505628785)",55868,0,"c,h"
"POINT (12.473536492751 41.8127624139029)",55877,0,"c,h"
"POINT (12.4744015623288 41.8077373635454)",55882,0,"c,h"
"POINT (12.4757754225032 41.8330366414012)",55889,0,"c,h"
"POINT (12.4735563005844 41.8383936897339)",55890,0,"c,h"
"POINT (12.4744596442385 41.7971252498188)",55898,0,"c,h"
"POINT (12.4745223646691 41.8345996529513)",55901,0,"c,h"
"POINT (12.4735793264214 41.8350746540942)",55902,0,"c,h"
"POINT (12.4735902367305 41.8470377829911)",55911,0,"c,h"
"POINT (12.4740384072206 41.8265825646313)",55916,0,"c,h"
"POINT (12.4737122995583 41.8392917000614)",55922,0,"c,h"
"POINT (12.4738294607675 41.8184454762306)",55924,0,"c,h"
"POINT (12.4742144825988 41.8174244668735)",55925,0,"c,h"
"POINT (12.4735872995254 41.838685693009)",55932,0,"c,h"
"POINT (12.4741675175041 41.8125544143238)",55933,0,"c,h"
"POINT (12.4738985093336 41.8123264107409)",55934,0,"c,h"
"POINT (12.4745605669606 41.8078983659445)",55938,0,"c,h"
"POINT (12.4740735440274 41.8085683710933)",55939,0,"c,h"
"POINT (12.473665496055 41.8129534164989)",55952,0,"c,h"
"POINT (12.474616366725 41.8347856553496)",55955,0,"c,h"
"POINT (12.4749763636474 41.8369526801967)",55958,0,"c,h"
"POINT (12.4739673094922 41.8392177003384)",55960,0,"c,h"
"POINT (12.4740675041639 41.8138394277145)",55963,0,"c,h"
"POINT (12.4733804818655 41.8134474206088)",55964,0,"c,h"
"POINT (12.473764467369 41.8172504631082)",55967,0,"c,h"
"POINT (12.4739383021906 41.8400457091335)",55968,0,"c,h"
"POINT (12.4738673055892 41.8392477002404)",55977,0,"c,h"
"POINT (12.4739225064472 41.8128274162266)",55998,0,"c,h"
"POINT (12.4738534713923 41.8171504624077)",55999,0,"c,h"
"POINT (12.4744784969129 41.8168114613942)",56000,0,"c,h"
"POINT (12.4739393886488 41.8285665855622)",56003,0,"c,h"
"POINT (12.4737155293534 41.8087703717567)",56022,0,"c,h"
"POINT (12.473542522312 41.8088613720062)",56023,0,"c,h"
"POINT (12.4739493049446 41.8397337058197)",56032,0,"c,h"
"POINT (12.4745043149159 41.8411197230844)",56053,0,"c,h"
"POINT (12.474147306924 41.8404377142355)",56054,0,"c,h"
"POINT (12.4745533160476 41.8412087242494)",56074,0,"c,h"
"POINT (12.474388480049 41.8186134803905)",56076,0,"c,h"
"POINT (12.4744485642288 41.8077143634962)",56085,0,"c,h"
"POINT (12.4747755384561 41.8127394188716)",56089,0,"c,h"
"POINT (12.473875331989 41.8357806629416)",56091,0,"c,h"
"POINT (12.4742744855788 41.8173214660187)",56092,0,"c,h"
"POINT (12.4742195482191 41.8087243733841)",56095,0,"c,h"
"POINT (12.4742074160596 41.826233561588)",56100,0,"c,h"
"POINT (12.4737813242787 41.836345668629)",56102,0,"c,h"
"POINT (12.4740423354414 41.8361376674886)",56103,0,"c,h"
"POINT (12.4782597115702 41.8067423690916)",56106,0,"c,h"
"POINT (12.4740793101466 41.839677705764)",56108,0,"c,h"
"POINT (12.4743322972873 41.8426207385281)",56112,0,"c,h"
"POINT (12.4746865339595 41.8129024202489)",56116,0,"c,h"
"POINT (12.4759635931605 41.8112704080839)",56118,0,"c,h"
"POINT (12.4746415599133 41.8092313806082)",56128,0,"c,h"
"POINT (12.4750073752442 41.8355636653719)",56130,0,"c,h"
"POINT (12.4742424162324 41.8263815633277)",56131,0,"c,h"
"POINT (12.4746145691404 41.8078723658925)",56133,0,"c,h"
"POINT (12.4741403091742 41.8401047106196)",56143,0,"c,h"
"POINT (12.4747853413102 41.8389867012953)",56147,0,"c,h"
"POINT (12.4741873141556 41.839672706165)",56148,0,"c,h"
